"Season","Album","Plays"
"Spring","Theophilus London ~ Timez Are Weird These Days",3
"Spring","Lil Baby ~ Too Hard",3
"Spring","DJ ESCO ~ Too Much Sauce (feat. Future & Lil Uzi Vert) - Single",3
"Spring","Foster the People ~ Torches",3
"Spring","Toto ~ Toto IV",3
"Spring","Ace Hood ~ Trials & Tribulations",3
"Spring","Mike Oldfield ~ Tubular Bells",3
"Spring","Rich Homie Quan ~ Type of Way - Single",3
"Spring","Jack Harlow, Babyface Ray ~ Unfuckwitable",3
"Spring","Bruno Mars ~ Unorthodox Jukebox",3
"Spring","Lil West ~ Vex Part 2",3
"Spring","Weezer ~ Weezer (Green Album)",3
"Spring","Slaughterhouse ~ Welcome To: Our House",3
"Spring","Busta Rhymes ~ When Disaster Strikes",3
"Spring","Whitney Houston ~ Whitney",3
"Spring","The Who ~ Who's Next",3
"Spring","The Beach Boys ~ Wild Honey",3
"Spring","Grover Washington, Jr., Bill Withers ~ Winelight",3
"Spring","Rick Springfield ~ Working Class Dog",3
"Spring","Flyboy Tarantino, Craig Xen ~ XXXTENTACION Presents: Members Only, Vol. 4",3
"Spring","Phony Ppl ~ Yesterday's Tomorrow",3
"Spring","LiL RoZaY ~ Yung Rich Nigga - Single",3
"Spring","midwxst ~ sidelines - Single",3
"Spring","Ed Sheeran ~ x (Wembley Edition)",3
"Summer","DRAM ~ #1Epic EP",3
"Summer","Ed Sheeran ~ +",3
"Summer","BROCKHAMPTON ~ 1999 WILDFIRE - Single",3
"Summer","Kill Jasper ~ 2 Fast - Single",3
"Summer","Daniyel ~ 20MIN",3
"Summer","645AR ~ 4 Da Trap - Single",3
"Summer","Kenny Beats, Denzel Curry ~ ?Cosmic?.m4a (The Alchemist Version) [feat. Joey Bada$$] - Single",3
"Summer","Black Sheep ~ A Wolf In Sheep's Clothing",3
"Summer","The Beatles ~ Abbey Road",3
"Summer","Kozad ~ Aftertaste - Single",3
"Summer","RJD2, Dean Martin ~ Ain't That a Kick In the Head (RJD2 Remix) - Single",3
"Summer","Electric Light Orchestra ~ All Over the World: The Very Best of Electric Light Orchestra",3
"Summer","Remy Ma, JAY-Z, Fat Joe ~ All the Way Up (feat. French Montana & Infared) [Remix] - Single",3
"Summer","Bryson Tiller ~ Always Forever - Single",3
"Summer","Fall Out Boy ~ American Beauty / American Psycho",3
"Summer","Tinashe ~ Aquarius",3
"Summer","DaBaby ~ BLAME IT ON BABY",3
"Summer","Mumford & Sons ~ Babel",3
"Summer","Young Thug, Juice WRLD ~ Bad Boy - Single",3
"Summer","Smino, Kenny Beats, JID ~ Baguetti - Single",3
"Summer","Loote, David Guetta, Brooks ~ Better When You're Gone - Single",3
"Summer","Saba ~ Black Astronaut - Single",3
"Summer","Sir, D Smoke ~ Black Habits",3
"Summer","Jimmy Eat World ~ Bleed American",3
"Summer","Lil Mosey ~ Blueberry Faygo - Single",3
"Summer","TAB The Band ~ Bought And Sold",3
"Summer","Verzache ~ Broke Mine - Single",3
"Summer","Peter CottonTale ~ CATCH",3
"Summer","Bryson Tiller ~ Canceled - Single",3
"Summer","Hudson Mohawke ~ Chimes",3
"Summer","Sol.Luna ~ Chosen - Single",3
"Summer","Zedd ~ Clarity",3
"Summer","Chuck Strangers ~ Consumers Park",3
"Summer","Janet Jackson ~ Control",3
"Summer","The Fratellis ~ Costello Music",3
"Summer","Lil Jon ~ Crunk Rock",3
"Summer","Swae Lee ~ Dance Like No One's Watching - Single",3
"Summer","Trippie Redd ~ Dark Knight Dummo (feat. Travis Scott) - Single",3
"Summer","Travis Scott, Meek Mill ~ Deep in the Hood 5",3
"Summer","The Waitresses ~ Deluxe Special",3
"Summer","Cassius Jay ~ Die Today (feat. Lil Uzi Vert) - Single",3
"Summer","Tinie Tempah ~ Disc-Overy",3
"Summer","Glass Animals ~ Dreamland",3
"Summer","Meek Mill ~ Dreams Worth More Than Money",3
"Summer","Landon Cube ~ Drive My Car - Single",3
"Summer","A Boogie wit da Hoodie ~ Drowning (feat. Kodak Black) - Single",3
"Summer","Pusha T ~ Drug Dealers Anonymous (feat. JAY Z) - Single",3
"Summer","EGOVERT ~ EGODEATH (feat. KIL) - Single",3
"Summer","Mick Jenkins, Disclosure ~ ENERGY",3
"Summer","Zacari ~ Edamame - Single",3
"Summer","Interpol ~ El Pintor",3
"Summer","Grupo G ~ Estamos Locos",3
"Summer","Mac Miller ~ Faces",3
"Summer","Elroy ~ Fairytale - Single",3
"Summer","Jack Harlow, Charlie Sloth ~ Fire in the Booth, Pt.1 - Single",3
"Summer","Lupe Fiasco, Guy Sebastian ~ Food & Liquor II: The Great American Rap Album, Pt. 1",3
"Summer","Foghat ~ Fool for the City (Remastered)",3
"Summer","G-Eazy, Borgore ~ Forbes - Single",3
"Summer","J. Cole ~ Forest Hills Drive: Live from Fayetteville, NC",3
"Summer","Chris Brown ~ Forever",3
"Summer","Tory Lanez ~ Forever - Single",3
"Summer","Protest the Hero ~ Fortress",3
"Summer","Mick Jenkins ~ Frontstreet (Freestyle) - Single",3
"Summer","Nebu Kiniza ~ Gassed Up - Single",3
"Summer","SAINt JHN ~ Ghetto Lenny's Love Songs",3
"Summer","Duran Duran ~ Greatest",3
"Summer","Creedence Clearwater Revival ~ Green River",3
"Summer","Dave East ~ Hate Me Now",3
"Summer","Vince Staples ~ Hell Bound (Ad 01) - Single",3
"Summer","Alesso ~ Heroes (We Could Be) [feat. Tove Lo] [Deluxe Single]",3
"Summer","J. Cole ~ High for Hours - Single",3
"Summer","Trippie Redd ~ How You Feel - Single",3
"Summer","The Fray ~ How to Save a Life",3
"Summer","Joyner Lucas, Chris Brown ~ I Don't Die - Single",3
"Summer","Dr. Dre ~ I Need a Doctor (feat. Eminem & Skylar Grey) - Single",3
"Summer","Parsa ~ I Wonder (feat. Kennedy Parker) - Single",3
"Summer","Jetta ~ I'd Love to Change the World (Matstubs Remix) - Single",3
"Summer","Bryson Tiller ~ Inhale - Single",3
"Summer","Aly & AJ ~ Insomniatic",3
"Summer","A Great Big World ~ Is There Anybody Out There?",3
"Summer","Maroon 5 ~ JORDI",3
"Summer","JR JR ~ JR JR",3
"Summer","The Chainsmokers ~ Kanye (feat. sirenxx) - Single",3
"Summer","Desiigner ~ L.O.D.",3
"Summer","George Michael ~ Ladies & Gentlemen: The Best of George Michael",3
"Summer","Carnage ~ Learn How to Watch (feat. MAC MILLER & MadeinTYO) - Single",3
"Summer","Internet Money, Gunna, Don Toliver ~ Lemonade (feat. NAV) - Single",3
"Summer","Mick Jenkins, Da-P ~ Lemonade - Single",3
"Summer","Joey Bada$$ ~ Let It Breathe - Single",3
"Summer","DJ Kool ~ Let Me Clear My Throat",3
"Summer","MAVI ~ Let the Sun Talk",3
"Summer","Avicii ~ Levels (Remixes)",3
"Summer","Aloe Blacc ~ Lift Your Spirit",3
"Summer","Pearl Jam ~ Live on Ten Legs",3
"Summer","Atwood ~ Loverboy",3
"Summer","MihTy ~ MIH-TY",3
"Summer","JAY-Z ~ MTV Unplugged: Jay-Z",3
"Summer","Elton John ~ Madman Across the Water",3
"Summer","The Black Keys ~ Magic Potion",3
"Summer","Social House ~ Magic in the Hamptons (feat. Lil Yachty) - Single",3
"Summer","Carnage ~ Mase in '97 (feat. Lil Yachty) - Single",3
"Summer","Future ~ Mask Off (Remix) [feat. Kendrick Lamar] - Single",3
"Summer","Santigold ~ Master of My Make-Believe",3
"Summer","Metro Station ~ Metro Station",3
"Summer","One Direction ~ Midnight Memories",3
"Summer","Van Morrison ~ Moondance",3
"Summer","Gucci Mane ~ Mr. Davis",3
"Summer","Ghost Town DJs ~ My Boo (Hitman's Club Mix) - Single",3
"Summer","Saint Motel ~ My Type",3
"Summer","Coldplay ~ Mylo Xyloto",3
"Summer","Tujamo, Steve Aoki, Chris Lake ~ Neon Future I",3
"Summer","Jerreau ~ Never How You Plan",3
"Summer","NAV, Lil Baby ~ Never Sleep (feat. Travis Scott) - Single",3
"Summer","REASON ~ New Beginnings",3
"Summer","redveil ~ Niagara",3
"Summer","Mike Dimes ~ No Trends - Single",3
"Summer","Lil Mosey ~ Noticed - Single",3
"Summer","Ryan Trey ~ Nowhere to Run (feat. Bryson Tiller) - Single",3
"Summer","Lil Yachty ~ Nuthin' 2 Prove",3
"Summer","T-Pain ~ Oblivion",3
"Summer","Dougie F ~ On Purpose (feat. Pitbull & 40 Cobras) - Single",3
"Summer","MF DOOM ~ Operation: Doomsday (Complete)",3
"Summer","Paramore ~ Paramore",3
"Summer","Farruko ~ Pepas - Single",3
"Summer","A$AP Rocky ~ Peso - Single",3
"Summer","Petit Biscuit ~ Petit Biscuit",3
"Summer","Drake ~ Pop Style (feat. The Throne) - Single",3
"Summer","Mustard, Migos ~ Pure Water - Single",3
"Summer","Justin Bieber ~ Purpose",3
"Summer","P!nk ~ Raise Your Glass - Single",3
"Summer","Lil Wayne, Kanye West, Eminem, Drake ~ Relapse: Refill",3
"Summer","Ludacris ~ Release Therapy",3
"Summer","D Smoke ~ Rhythm + Flow Soundtrack: The Final Episode (Music from the Netflix Original Series)",3
"Summer","Londynn B ~ Rhythm + Flow: Music Videos Episode (Music from the Netflix Original Series)",3
"Summer","Jesse McCartney ~ Right Where You Want Me - Single",3
"Summer","Cris Cab ~ Rise",3
"Summer","Landon Cube ~ Round n Round (feat. Sprite Lee) - Single",3
"Summer","Dion ~ Runaround Sue",3
"Summer","Metro Boomin, 21 Savage ~ SAVAGE MODE II",3
"Summer","Estelle ~ Shine",3
"Summer","Bag Raiders ~ Shooting Stars",3
"Summer","Big Sean ~ Single Again - Single",3
"Summer","The Offspring ~ Smash (Remastered)",3
"Summer","Mere Raj ~ Some1else - Single",3
"Summer","LMFAO ~ Sorry for Party Rocking",3
"Summer","John Givez ~ Soul Rebel",3
"Summer","The Beach Boys ~ Sounds of Summer: The Very Best of the Beach Boys",3
"Summer","Vince Staples ~ Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",3
"Summer","Cher Lloyd ~ Sticks & Stones",3
"Summer","N.W.A. ~ Straight Outta Compton",3
"Summer","Drake ~ Summer Sixteen - Single",3
"Summer","meltycanon, Mick Jenkins, CANCEL CULTURE ~ Super8 - Single",3
"Summer","BROCKHAMPTON ~ Sweet - Single",3
"Summer","A Boogie wit da Hoodie ~ TBA",3
"Summer","ScHoolboy Q ~ THat Part (feat. Kanye West) - Single",3
"Summer","One Direction ~ Take Me Home (Yearbook Edition)",3
"Summer","Jazz Cartier ~ Tempted - Single",3
"Summer","Lil Wayne ~ Tha Carter III",3
"Summer","Lil Wayne ~ Tha Carter IV (Complete Edition)",3
"Summer","Eminem ~ The Eminem Show",3
"Summer","Bing Crosby ~ The Essential Bing Crosby",3
"Summer","Blue Oyster Cult ~ The Essential Blue Oyster Cult",3
"Summer","Young Thug ~ The London (feat. J. Cole & Travis Scott) - Single",3
"Summer","A Tribe Called Quest ~ The Low End Theory",3
"Summer","Trick Trick ~ The People Vs.",3
"Summer","The Runaways ~ The Runaways",3
"Summer","Jackson 5 ~ The Ultimate Collection",3
"Summer","Daryl Hall & John Oates ~ The Very Best of Daryl Hall & John Oates",3
"Summer","mike. ~ These Days",3
"Summer","Mac Miller, Kali Uchis, Free Nationals ~ Time - Single",3
"Summer","Theophilus London ~ Timez Are Weird These Days",3
"Summer","Joe Ortiz Jr ~ Timmy Turner - Single",3
"Summer","DJ ESCO ~ Too Much Sauce (feat. Future & Lil Uzi Vert) - Single",3
"Summer","Foster the People ~ Torches",3
"Summer","2 Chainz ~ Trapavelli Tre'",3
"Summer","Zaytoven ~ Trapholizay",3
"Summer","The Black Keys ~ Turn Blue",3
"Summer","Dr. Dre ~ Uncle Snoop's ""A Black Music Story""",3
"Summer","Daryl Hall & John Oates ~ Voices",3
"Summer","DJ Khaled ~ We the Best Forever",3
"Summer","Slaughterhouse ~ Welcome To: Our House",3
"Summer","Busta Rhymes ~ When Disaster Strikes",3
"Summer","Surfaces ~ Where the Light Is",3
"Summer","Post Malone ~ White Iverson - Single",3
"Summer","Tabby ~ White Trash",3
"Summer","Isaiah Rashad ~ Why Worry - Single",3
"Summer","Bakar ~ Will You Be My Yellow?",3
"Summer","V.I.C. ~ Wobble",3
"Summer","Valee ~ Womp Womp (feat. Jeremih) - Single",3
"Summer","Yael Naim ~ Yael Naim",3
"Summer","No Fun Haus ~ Your Driveway - Single",3
"Summer","Lil Uzi Vert, HoodRich Pablo Juan ~ Zambamafoo - Single",3
"Summer","6xaidan ~ Zoom (feat. Uzi) - Single",3
"Summer","Clairo ~ diary 001",3
"Summer","bbno$ ~ edamame (feat. Rich Brian) - Single",3
"Summer","Soulja Boy Tell 'Em ~ iSouljaBoyTellem",3
"Summer","iann dior ~ nothings ever good enough",3
"Winter","Trippie Redd ~ !",3
"Winter","Tom The Mail Man ~ .NOTDEAD!. - Single",3
"Winter","Drake ~ 0 To 100 / The Catch Up - Single",3
"Winter","100 gecs ~ 1000 gecs",3
"Winter","Landon Cube ~ 19 - Single",3
"Winter","Kill Jasper ~ 2 Fast - Single",3
"Winter","Roddy Ricch, 42 Dugg ~ 4 Da Gang - Single",3
"Winter","Sting, Shaggy ~ 44/876",3
"Winter","Panic! At the Disco ~ A Fever You Can't Sweat Out",3
"Winter","Dynamicduo, DJ Premier ~ A Giant Step - Single",3
"Winter","Jackson 5 ~ ABC",3
"Winter","YoungBoy Never Broke Again ~ AI YoungBoy",3
"Winter","Tay B ~ Afnc -",3
"Winter","DJ Khaled ~ All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross) - Single",3
"Winter","Pete Rock, C.L. Smooth ~ All Souled Out",3
"Winter","Lily Allen ~ Alright, Still",3
"Winter","Guns N' Roses ~ Appetite for Destruction (Super Deluxe)",3
"Winter","Rex Orange County ~ Apricot Princess",3
"Winter","The Black Keys ~ Attack & Release",3
"Winter","Migos ~ Bad and Boujee (feat. Lil Uzi Vert)  - Single",3
"Winter","Melvoni, Kill Jasper ~ Badmon - Single",3
"Winter","Vince Staples ~ BagBak - Single",3
"Winter","JID, Conway the Machine ~ Ballads - Single",3
"Winter","Landon Cube ~ Beachtown - Single",3
"Winter","Tee Grizzley, Lil Durk ~ Bloodas",3
"Winter","Flux Pavilion ~ Blow the Roof",3
"Winter","Diplo ~ California",3
"Winter","Ty Dolla $ign ~ Campaign",3
"Winter","Spillage Village ~ Can't Call It (feat. J. Cole, Bas, EARTHGANG & J.I.D) - Single",3
"Winter","Don Toliver ~ Can't Feel My Legs - Single",3
"Winter","Kill Jasper, Amaru Cloud ~ Changed Up - Single",3
"Winter","Jamo. ~ Chuck & Louise - Single",3
"Winter","Gerry Rafferty ~ City to City",3
"Winter","Flo Rida ~ Club Can't Handle Me - Single",3
"Winter","Culture Club ~ Colour By Numbers",3
"Winter","The Vaccines ~ Come Of Age (B-Sides)",3
"Winter","Pressure ~ Coming Back for You",3
"Winter","London Music Works ~ Coming Soon - Trailer Tunes",3
"Winter","Rejjie Snow, MF DOOM, Cam O'bi ~ Cookie Chips - Single",3
"Winter","Pop Smoke, Migos ~ Culture III",3
"Winter","Tame Impala ~ Currents",3
"Winter","Tory Lanez ~ DAYSTAR",3
"Winter","Yung Kayo ~ DFTK",3
"Winter","Oasis ~ Definitely Maybe",3
"Winter","Gorillaz ~ Demon Days",3
"Winter","Snoop Dogg ~ Doggystyle",3
"Winter","Travis Scott ~ Don't Play (feat. The 1975 & Big Sean) - Single",3
"Winter","OneRepublic ~ Dreaming Out Loud",3
"Winter","This Life. We Lead. ~ Drink Responsibly",3
"Winter","Dutchavelli ~ Dutch From The 5th",3
"Winter","Since99 ~ Easily Influenced",3
"Winter","Rise Against ~ Endgame",3
"Winter","Jason Derulo ~ Everything Is 4",3
"Winter","Lil Wayne ~ FWA",3
"Winter","David Dallas ~ Falling Into Place",3
"Winter","Pro Musica Kiev, Kapp, cond. ~ Fasch: Three Suites for Orchestra",3
"Winter","Wiz Khalifa, 2 Chainz ~ Fast & Furious 6 (Original Motion Picture Soundtrack)",3
"Winter","Big Sean ~ Finally Famous",3
"Winter","Eminem ~ Freddy Adu's Playlist",3
"Winter","Dayglow ~ Fuzzybrain",3
"Winter","Polo G ~ GNF (OKOKOK) - Single",3
"Winter","Nebu Kiniza ~ Gassed Up - Single",3
"Winter","Machine Gun Kelly ~ General Admission",3
"Winter","Joey Purp ~ Girls @ (feat. Chance the Rapper) - Single",3
"Winter","Bastille ~ Good Grief (Don Diablo Remix) - Single",3
"Winter","Seven Lions, Noah Kahan, Gryffin ~ Gravity",3
"Winter","Duran Duran ~ Greatest",3
"Winter","Harry Styles ~ Harry Styles",3
"Winter","Lil Skies ~ Havin My Way (feat. Lil Durk) - Single",3
"Winter","Sol K. Bright's Hollywaiians ~ Hawaiian Steel Guitar Classics",3
"Winter","Hott Headzz ~ Hmmm Unexpected - Single",3
"Winter","Daft Punk ~ Homework",3
"Winter","J.I the Prince of N.Y ~ Hood Life Krisis Vol. 1",3
"Winter","J.I the Prince of N.Y ~ Hood Life Krisis, Vol. 1",3
"Winter","Beastie Boys ~ Hot Sauce Committee, Pt. Two",3
"Winter","Eagles ~ Hotel California",3
"Winter","G Herbo ~ Humble Beast",3
"Winter","Big Sean ~ I Don't Fuck With You (feat. E-40) [Deluxe Single]",3
"Winter","Future ~ I NEVER LIKED YOU",3
"Winter","Beastie Boys ~ Ill Communication",3
"Winter","Nas ~ It Was Written",3
"Winter","Pusha T ~ It's Almost Dry",3
"Winter","Thin Lizzy ~ Jailbreak",3
"Winter","Jason Derulo ~ Jason Derulo",3
"Winter","Nelly ~ Just a Dream - Single",3
"Winter","DJ Khaled ~ KHALED KHALED",3
"Winter","98kb ~ Kanuch - Single",3
"Winter","The Instrumentals ~ Karaoke Rap, Vol. 3",3
"Winter","Kasabian ~ Kasabian",3
"Winter","Syndicate Sound Labs ~ Kendrick's Instrumentals, Vol. 2",3
"Winter","LINKIN PARK ~ LIVING THINGS",3
"Winter","Jennifer Lopez ~ LOVE?",3
"Winter","Asher Roth ~ Last Man Standing (feat. Akon) - Single",3
"Winter","Led Zeppelin ~ Led Zeppelin III (Remastered)",3
"Winter","Mick Jenkins, Da-P ~ Lemonade - Single",3
"Winter","Patrick Cc:, Malik ~ Let Me Go - Single",3
"Winter","Avicii ~ Levels (Remixes)",3
"Winter","Mastodon ~ Leviathan",3
"Winter","Don Toliver ~ Life of a DON",3
"Winter","Bankroll Fresh ~ Life of a Hot Boy 2: Real Trapper",3
"Winter","Wham! ~ Make It Big",3
"Winter","Big Shaq ~ Man's Not Hot - Single",3
"Winter","Mariah Carey ~ Me. I Am Mariah.The Elusive Chanteuse",3
"Winter","Pete Rock, C.L. Smooth ~ Mecca and the Soul Brother",3
"Winter","Oliver ~ Mechanical",3
"Winter","Jay Rock ~ Money Trees Deuce - Single",3
"Winter","Karol Conka ~ Mr Bongo Presents: Brazilian Beats 7",3
"Winter","Eminem ~ Music To Be Murdered By",3
"Winter","Flume ~ My Boo (feat. Vince Staples, Kucka, Ngaiire & Vera Blue) [triple j Like a Version] - Single",3
"Winter","Saint Motel ~ My Type",3
"Winter","Sean Kingston, Justin Bieber ~ My World 2.0",3
"Winter","T-Wayne ~ Nasty Freestyle - Single",3
"Winter","Tujamo, Steve Aoki, Chris Lake ~ Neon Future I",3
"Winter","Jazz Cartier ~ New Religion - Single",3
"Winter","Outasight ~ Nights Like These",3
"Winter","Kodak Black ~ No Flockin - Single",3
"Winter","Nicki Minaj, Lil Wayne, Drake ~ No Frauds - Single",3
"Winter","Don Toliver ~ No Idea - Single",3
"Winter","French Montana ~ No Stylist - Single",3
"Winter","Common ~ Nobody's Smiling",3
"Winter","Lil Yachty ~ Nuthin' 2 Prove",3
"Winter","Danny Brown ~ Old",3
"Winter","Young M.A ~ Ooouuu - Single",3
"Winter","Jazz Cartier ~ PREE - Single",3
"Winter","Paramore ~ Paramore",3
"Winter","StaySolidRocky, Lil Uzi Vert ~ Party Girl (Remix) - Single",3
"Winter","Ray Vaughn ~ Peer Pressure - Single",3
"Winter","Farruko ~ Pepas - Single",3
"Winter","Galantis ~ Pharmacy",3
"Winter","Kid Cudi ~ Pursuit of Happiness (feat. MGMT & Ratatat) [Extended Steve Aoki Remix] - Single",3
"Winter","6ix9ine ~ Queen (Bonus Version)",3
"Winter","A$AP Mob ~ RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean) - Single",3
"Winter","Lil Uzi Vert ~ RED & WHITE",3
"Winter","Daft Punk ~ Random Access Memories",3
"Winter","Usher ~ Raymond v Raymond",3
"Winter","Eminem ~ Recovery",3
"Winter","The Police ~ Reggatta de Blanc (Remastered)",3
"Winter","A Boogie wit da Hoodie ~ Reply (feat. Lil Uzi Vert) - Single",3
"Winter","T-Pain, Chuckie ~ Revolver",3
"Winter","Wallpaper. ~ Ricky Reed Is Real",3
"Winter","Young Money ~ Rise of an Empire",3
"Winter","AWOLNATION ~ Run",3
"Winter","dvsn ~ SEPT. 5TH",3
"Winter","Russ ~ SHAKE THE SNOW GLOBE",3
"Winter","Pooh Shiesty, Jack Harlow ~ SUVs (Black on Black) - Single",3
"Winter","Milky Chance ~ Sadnecessary",3
"Winter","Seddy Hendrinx ~ Sayless",3
"Winter","No Fun Haus ~ Scarecrow - Single",3
"Winter","Tee Grizzley ~ Second Day Out - Single",3
"Winter","Tee Grizzley ~ Secrecy (feat. 42 Twinz) - Single",3
"Winter","The Knife ~ Shaken-Up Versions",3
"Winter","Brent Faiyaz ~ Show U Off - Single",3
"Winter","Kodak Black ~ Skrt - Single",3
"Winter","Curtis Roach ~ Slyb - Single",3
"Winter","Mick Jenkins, Isaac Zale, Blu ~ Somebody Dies - Single",3
"Winter","Alberta Cross ~ Songs of Patience",3
"Winter","Glen Campbell ~ Southern Nights",3
"Winter","Tee Grizzley ~ Straight to It (feat. BandGang) - Single",3
"Winter","Tiesto, Dzeko ~ Summer Feelin",3
"Winter","Jan & Dean ~ Surf City (And Other Swingin' Cities)",3
"Winter","Ariana Grande ~ Sweetener",3
"Winter","Typhoon ~ Sympathetic Magic",3
"Winter","ScHoolboy Q ~ THat Part (Black Hippy Remix) - Single",3
"Winter","Lil Uzi Vert ~ That Way - Single",3
"Winter","3 Doors Down ~ The Better Life",3
"Winter","Avicii ~ The Days/Nights",3
"Winter","Matt Martians ~ The Drum Chord Theory",3
"Winter","Kendrick Lamar ~ The Heart Part 5 - Single",3
"Winter","JAY-Z, Alicia Keys ~ The Hits Collection, Vol. One",3
"Winter","Eminem ~ The Marshall Mathers LP",3
"Winter","Korn ~ The Path of Totality (Special Edition)",3
"Winter","Q ~ The Shave Experiment",3
"Winter","Red Hot Chili Peppers ~ The Studio Album Collection 1991-2011",3
"Winter","The Temptations ~ The Temptations Sing Smokey",3
"Winter","P!nk ~ The Truth About Love",3
"Winter","Foster the People ~ Torches",3
"Winter","Toto ~ Toto IV",3
"Winter","K'naan ~ Troubadour",3
"Winter","Russ ~ UGLY (feat. Lil Baby) - Single",3
"Winter","Denzel Curry ~ Ultimate - Single",3
"Winter","Bruno Mars ~ Unorthodox Jukebox",3
"Winter","Anderson .Paak ~ Ventura (Instrumentals)",3
"Winter","Cl4pers ~ Want Me - Single",3
"Winter","Rae Sremmurd ~ We - Single",3
"Winter","Double 0 Zero ~ We Are Not a Band",3
"Winter","wifisfuneral ~ When Hell Falls",3
"Winter","Cris Cab ~ Where I Belong",3
"Winter","Nardo Wick ~ Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single",3
"Winter","Sunbeam Sound Machine ~ Wonderer",3
"Winter","Post Malone ~ Wow. - Single",3
"Winter","DJ Snake, AlunaGeorge ~ You Know You Like It - Single",3
"Winter","XXXTENTACION ~ changes - Single",3
"Winter","Billie Eilish ~ dont smile at me",3
"Winter","BROCKHAMPTON ~ iridescence",3
"Winter","redveil ~ learn 2 swim",3
"Fall","Trippie Redd ~ !",2
"Fall","Yung Eazy ~ """"Extraterrestrial"""" (Astroworld Inspired Instrumentals)",2
"Fall","The Script ~ #3",2
"Fall","Tay-K ~ #SantanaWorld",2
"Fall","Tay-K ~ #SantanaWorld (+)",2
"Fall","Ed Sheeran ~ +",2
"Fall","Chester Watson ~ 1997",2
"Fall","Kill Jasper ~ 2 Fast - Single",2
"Fall","Sleepy Hallow ~ 2055 - Single",2
"Fall","Joey Trap ~ 21 (Freestyle) - Single",2
"Fall","Chester Watson ~ 40 Acres - Single",2
"Fall","Michael Da Vinci ~ 40oz (feat. Isaiah Rashad) - Single",2
"Fall","Peezy, Bandgang Masoe, Babyface Ray ~ 886",2
"Fall","Frank Sinatra ~ A Jolly Christmas from Frank Sinatra",2
"Fall","John Legend ~ A Legendary Christmas",2
"Fall","Cosmo Pyke ~ A Piper For Janet",2
"Fall","Nat """"King"""" Cole, John Legend ~ A Sentimental Christmas with Nat """"King"""" Cole and Friends: Cole Classics Reimagined",2
"Fall","Tori Kelly ~ A Tori Kelly Christmas",2
"Fall","The E Street Band, Bruce Springsteen ~ A Very Special Christmas",2
"Fall","Marian Hill ~ ACT ONE",2
"Fall","OutKast ~ ATLiens",2
"Fall","Counting Crows ~ Accidentally In Love - Single",2
"Fall","Swedish House Mafia ~ Aftercluv Dancelab the Drop, Vol. 1",2
"Fall","RJD2, Dean Martin ~ Ain't That a Kick In the Head (RJD2 Remix) - Single",2
"Fall","Kelly Clarkson ~ All I Want For Christmas Is You - Single",2
"Fall","Fitz and The Tantrums ~ All the Feels",2
"Fall","Tom Jones ~ Along Came Tom Jones",2
"Fall","Fall Out Boy ~ American Beauty / American Psycho",2
"Fall","Cap'n Jazz ~ Analphabetapolothology",2
"Fall","Lecrae ~ Anomaly",2
"Fall","Greta Van Fleet ~ Anthem of the Peaceful Army",2
"Fall","Billy Idol ~ Anthology (2003 Remaster)",2
"Fall","Rex Orange County ~ Apricot Princess",2
"Fall","The Jimi Hendrix Experience ~ Are You Experienced",2
"Fall","ABBA ~ Arrival",2
"Fall","The Flaming Lips ~ At War With the Mystics",2
"Fall","Quality Control, Lil Baby, DaBaby ~ Baby - Single",2
"Fall","AC/DC ~ Back In Black",2
"Fall","Drake ~ Back To Back - Single",2
"Fall","Young Thug, Juice WRLD ~ Bad Boy - Single",2
"Fall","A$AP Rocky ~ Bad Company (feat. BlocBoy JB) - Single",2
"Fall","sober rob, Ramzoid ~ Bank - Single",2
"Fall","Young Thug ~ Barter 6",2
"Fall","Bazzi ~ Beautiful (feat. Camila Cabello) - Single",2
"Fall","Rex Orange County ~ Best Friend - Single",2
"Fall","Kanye West ~ Best-sellers - Top Songs",2
"Fall","Lil Xan ~ Betrayed - Single",2
"Fall","Alice Deejay ~ Better Off Alone (Laidback Luke Remix)",2
"Fall","Alice Deejay ~ Better off Alone - Single",2
"Fall","The Outfield ~ Big Innings: Best of The Outfield",2
"Fall","Mario Judah ~ Bih Yah - Single",2
"Fall","Frank Ocean ~ Biking (feat. JAY Z & Tyler, the Creator) - Single",2
"Fall","Tyga ~ Bitch I'm the Shit 2",2
"Fall","Biz Markie ~ Biz's Baddest Beats: The Best of Biz Markie",2
"Fall","Flux Pavilion ~ Blow the Roof",2
"Fall","Lil Mosey ~ Blueberry Faygo - Single",2
"Fall","Blur ~ Blur",2
"Fall","The Chainsmokers ~ Bouquet",2
"Fall","Chiddy Bang ~ Breakfast",2
"Fall","Verzache ~ Broke Mine - Single",2
"Fall","Travis Scott ~ Butterfly Effect - Single",2
"Fall","Mac Miller ~ Buttons - Single",2
"Fall","Rick Ross ~ Buy Back the Block (feat. 2 Chainz & Gucci Mane) - Single",2
"Fall","ICECOLDBISHOP ~ CREEP (feat. Mick Jenkins) - Single",2
"Fall","NLE Choppa ~ Camelot - Single",2
