"Season","Album","Plays"
"Summer","Deep Sleep Music Experience ~ Rain Sounds for Relaxation and Meditation",1
"Summer","Kesha ~ Rainbow",1
"Summer","Levi ~ Raindrops",1
"Summer","Ralph ~ Ralph",1
"Summer","Unnikrishnan ~ Rangeela",1
"Summer","Kanishk Seth ~ Rangisari (From """"Jugjugg Jeeyo"""")",1
"Summer","Jasleen Royal ~ Ranjha",1
"Summer","Mike WiLL Made-It ~ Ransom 2",1
"Summer","Ruth B. ~ Rare",1
"Summer","Sid Sriram ~ Rasavaachiye (From """"Aranmanai 3"""") - Single",1
"Summer","Michael Giacchino ~ Ratatouille",1
"Summer","Rationale ~ Rationale",1
"Summer","Jack Van Cleaf ~ Rattlesnake",1
"Summer","Tyga ~ Rawwest Alive",1
"Summer","Usher ~ Raymond v Raymond",1
"Summer","Joao Marta ~ Rayos de luz",1
"Summer","Dirk Brosse ~ Reader's Digest Music: Wish Upon a Star: Film & Fantasy Favorites for the Young At Heart",1
"Summer","KSHMR ~ Ready To Love",1
"Summer","Sasha Alex Sloan ~ Ready Yet",1
"Summer","Frye ~ Reasons",1
"Summer","Ivy Adara ~ Rebels",1
"Summer","Handsome Ghost ~ Reckless Lover",1
"Summer","Win and Woo ~ Recognize (feat. Ashe)",1
"Summer","Taylor Swift ~ Red (Taylor's Version)",1
"Summer","Loud Luxury ~ Red Handed",1
"Summer","Ketan Revankar ~ Rediscovery",1
"Summer","Kaskade ~ Redux 003",1
"Summer","Kaskade ~ Redux EP 005",1
"Summer","CNCO ~ Reggaeton Lento (Remix)",1
"Summer","Ludovico Einaudi ~ Reimagined. Volume 1, Chapter 2",1
"Summer","Sech ~ Relacion",1
"Summer","Daniel Philo ~ Relaxing Classical Playlist: Peaceful Piano Music",1
"Summer","Ali Gatie ~ Remedy",1
"Summer","KATIE ~ Remember",1
"Summer","Juice WRLD ~ Reminds Me Of You",1
"Summer","Evil Needle ~ Reminisce",1
"Summer","OneRepublic ~ Rescue Me (with BUNT.)",1
"Summer","Starpoint ~ Restless",1
"Summer","Chad Lawson ~ Restless One",1
"Summer","Fran Vasilic ~ Retrovizor",1
"Summer","Dagmar Collier ~ Revenons a` nos moutons",1
"Summer","T-Pain ~ Revolver",1
"Summer","The Sugarhill Gang ~ Rhino Hi-Five: The Sugarhill Gang",1
"Summer","Juice WRLD ~ Rich And Blind",1
"Summer","Foulds ~ Right Back Up",1
"Summer","Lincoln Jesser ~ Right By You",1
"Summer","NURKO ~ Right Now",1
"Summer","Ron Adelaar ~ River Flows in You",1
"Summer","The Game Music Committee ~ River Flows in You (Dub Step Remix)",1
"Summer","Boil The Ocean ~ River Free",1
"Summer","Abby Cates ~ Roadtripsong",1
"Summer","Survivor ~ Rock Classico",1
"Summer","Elton John ~ Rock Of The Westies",1
"Summer","Clean Bandit ~ Rockabye x Krishna (feat. Sean Paul & Dropgun) [VIP Mash-up]",1
"Summer","Jordane Tumarinson ~ Rocking Chair",1
"Summer","A.R. Rahman ~ Roja (Original Motion Picture Soundtrack)",1
"Summer","Taio Cruz ~ Rokstarr",1
"Summer","Wiz Khalifa ~ Rolling Papers",1
"Summer","Camila Cabello ~ Romance",1
"Summer","Madan Mohan ~ Romancing The Legend: Veer-Zaara Instrumental",1
"Summer","John Mayer ~ Room For Squares",1
"Summer","Jereena Montemayor ~ Rose",1
"Summer","benny blanco ~ Roses (with Juice WRLD feat. Brendon Urie)",1
"Summer","Jay Rock ~ Rotation 112th (feat. Rich The Kid)",1
"Summer","boy pablo ~ Roy Pablo",1
"Summer","Conor Maynard ~ Royalty",1
"Summer","Ballpoint ~ Rudimentary",1
"Summer","girl in red ~ Rue",1
"Summer","Zara Larsson ~ Ruin My Life",1
"Summer","Scotty Sire ~ Ruin Your Party",1
"Summer","OneRepublic ~ Run (with Mariah Angeliq)",1
"Summer","Hoang ~ Run Back to You",1
"Summer","Galantis ~ Runaway (U & I)",1
"Summer","Ali Gatie ~ Running On My Mind",1
"Summer","Morgan Page ~ Running Wild Remixes (feat. The Oddictions and Britt Daley)",1
"Summer","Seven Lions ~ Rush Over Me",1
"Summer","Flume ~ Rushing Back",1
"Summer","Atif Aslam ~ Rustom",1
"Summer","BROCKHAMPTON ~ SATURATION II",1
"Summer","Future ~ SAVE ME",1
"Summer","JVKE ~ SECRETS",1
"Summer","Enrique Iglesias ~ SEX AND LOVE",1
"Summer","Tainy ~ SI TE VAS",1
"Summer","Russ ~ SMALL TALK",1
"Summer","James Arthur ~ SOS",1
"Summer","Sid Sriram ~ SR Kalyanamandapam",1
"Summer","Rae Sremmurd ~ SR3MM",1
"Summer","GASHI ~ STAIRS",1
"Summer","The Kid LAROI ~ STAY (with Justin Bieber)",1
"Summer","BENEE ~ STELLA & STEVE",1
"Summer","Kyle Dion ~ SUGA",1
"Summer","Jack Harlow ~ SUNDOWN",1
"Summer","Ghibran ~ Saaho, Vol. 1",1
"Summer","Michael McDaeth ~ Sacred Cow",1
"Summer","SYML ~ Sacred Spaces",1
"Summer","Avocuddle ~ Safety",1
"Summer","Yoke Lore ~ Safety (undressed)",1
"Summer","Mac DeMarco ~ Salad Days",1
"Summer","Efecto Pasillo ~ Salvajes irracionales",1
"Summer","shy martin ~ Same Old",1
"Summer","Arjun ~ Sanam Ho Ja",1
"Summer","Joji ~ Sanctuary",1
"Summer","Lil Uzi Vert ~ Sanguine Paradise",1
"Summer","Galantis ~ Satisfied (feat. MAX) / Mama Look at Me Now",1
"Summer","Russ ~ Satisfy",1
"Summer","Tee Grizzley ~ Satish",1
"Summer","Nao ~ Saturn",1
"Summer","Chill Vibes ~ Savage",1
"Summer","Megan Thee Stallion ~ Savage Remix (feat. Beyonce)",1
"Summer","Mariah Carey ~ Save The Day (with Ms. Lauryn Hill)",1
"Summer","Codeko ~ Say Hi",1
"Summer","Flume ~ Say It",1
"Summer","<U+9759> ~ Say It (feat. Flume)",1
"Summer","Cash Cash ~ Say It Like You Feel It",1
"Summer","Roy Woods ~ Say Less",1
"Summer","ODESZA ~ Say My Name Remixes",1
"Summer","Zhavia ~ Say Something",1
"Summer","Chaitha ~ Scars",1
"Summer","NGHTMRE ~ Scars (feat. Yung Pinch)",1
"Summer","Thomas Daniel ~ Scars To Your Beautiful",1
"Summer","Drake ~ Scary Hours 2",1
"Summer","Removebeforeflight ~ School Globes",1
"Summer","VINXEN ~ School Rapper2 Final",1
"Summer","Stephan Moccio ~ Sea Change",1
"Summer","Sean Kingston ~ Sean Kingston Hits (2007-2010)",1
"Summer","Scotty McCreery ~ Seasons Change",1
"Summer","Alexander Descartes ~ Seconda parte",1
"Summer","KYLE ~ See You When I am Famous!!!!!!!!!!!!",1
"Summer","Nicki Minaj ~ Seeing Green",1
"Summer","Tim Berg ~ Seek Bromance",1
"Summer","Jan Thiel ~ Seeme",1
"Summer","Benjamin Carter ~ Self_Portrait: Vol. 1",1
"Summer","Kiana Lede ~ Selfless",1
"Summer","Adele ~ Send My Love (To Your New Lover)",1
"Summer","Russ ~ September 16",1
"Summer","Patrick Hamilton ~ Serendipity",1
"Summer","Pawl ~ Set My Heart On Fire",1
"Summer","Colette Lush ~ Seven-One",1
"Summer","Loui ~ Shake Dat (Tik Tok Remix)",1
"Summer","Mithoon ~ Shamshera",1
"Summer","Shania Twain ~ Shania Twain",1
"Summer","Meek Mill ~ Sharing Locations (feat. Lil Baby & Lil Durk)",1
"Summer","Shawn Mendes ~ Shawn Mendes",1
"Summer","Surfaces ~ Sheesh!",1
"Summer","Lily Allen ~ Sheezus",1
"Summer","Master KG ~ Shine Your Light (feat. Akon)",1
"Summer","Ed Sheeran ~ Shivers",1
"Summer","Shontelle ~ Shontelligence",1
"Summer","Comet Blue ~ Shooting Star",1
"Summer","Shoreline Mafia ~ ShorelineDoThatShit",1
"Summer","Imagine Dragons ~ Shots EP",1
"Summer","Luis Fonsi ~ Shut Up Lets Dance",1
"Summer","Kazy Lambist ~ Shutdown - Single",1
"Summer","Daddy Yankee ~ Si Supieras",1
"Summer","Nicky Jam ~ Si Tu No Estas",1
"Summer","ILLENIUM ~ Sideways (feat. Valerie Broussard)",1
"Summer","Allie X ~ Sierra Burgess Is a Loser (Original Netflix Sound Track)",1
"Summer","Mumford & Sons ~ Sigh No More",1
"Summer","Julian Calor ~ Silence (feat. Trove)",1
"Summer","herana ~ Silver Whispers",1
"Summer","Rahat Fateh Ali Khan ~ Simmba",1
"Summer","Martin Fox ~ Simple Beauty",1
"Summer","Arijit Singh ~ Simran",1
"Summer","Chrishan ~ Sin City (Remix)",1
"Summer","Ski Mask The Slump God ~ Sin City The Mixtape",1
"Summer","Bloom Line ~ Sink Or Swim",1
"Summer","Eric Church ~ Sinners Like Me",1
"Summer","KIRBY ~ Sis.",1
"Summer","Daya ~ Sit Still, Look Pretty",1
"Summer","Alec Benjamin ~ Six Feet Apart",1
"Summer","Blxst ~ Sixtape 2",1
"Summer","Ellie Goulding ~ Sixteen",1
"Summer","Bruno Mars ~ Skate",1
"Summer","David Fischbein ~ Skinny Love",1
"Summer","Mild High Club ~ Skiptracing",1
"Summer","One After None ~ Slave To Perfection",1
"Summer","Billon ~ Slave To The Vibe",1
"Summer","CAZZETTE ~ Sleepless",1
"Summer","ayokay ~ Sleepless Nights (feat. Nightly)",1
"Summer","BOJET ~ Sleepwalk",1
"Summer","Saga Rosen ~ Sleepy Baby Piano",1
"Summer","Rook1e ~ Sleepy Boy",1
"Summer","Trippie Redd ~ Sleepy Hollow",1
"Summer","Young Nudy ~ Sli'merre",1
"Summer","H.E.R. ~ Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",1
"Summer","Miley Cyrus ~ Slide Away",1
"Summer","Young Thug ~ Slime Season 3",1
"Summer","Zac Brown Band ~ Slow Burn",1
"Summer","Maximilian Sievert ~ Slow Down The Night",1
"Summer","Mauve ~ Slow Me Down",1
"Summer","Slow Meadow ~ Slow Meadow",1
"Summer","J.Cyrus ~ Slowly Falling",1
"Summer","Ludwig Lloyd ~ Small River",1
"Summer","Duncan Laurence ~ Small Town Boy",1
"Summer","R3HAB ~ Smells Like Teen Spirit",1
"Summer","Jake Adler ~ Smile",1
"Summer","Juice WRLD ~ Smile (with The Weeknd)",1
"Summer","Drake ~ Sneakin'",1
"Summer","J. Cole ~ Snow On Tha Bluff",1
"Summer","Anirudh Ravichander ~ So Baby",1
"Summer","NOTD ~ So Close (feat. Georgia Ku)",1
"Summer","Gucci Crew II ~ So Def, So Fresh, So Stupid",1
"Summer","Alicia Keys ~ So Done (feat. Khalid)",1
"Summer","Matthew Koma ~ So F**kin' Romantic (The Remixes)",1
"Summer","The Chainsmokers ~ So Far So Good",1
"Summer","Summer Salt ~ So Polite",1
"Summer","Morat ~ Sobre El Amor Y Sus Efectos Secundarios",1
"Summer","Luke Rathborne ~ Soft",1
"Summer","Anuel AA ~ Sola (Remix)",1
"Summer","Lorde ~ Solar Power",1
"Summer","Tom Shea ~ Sold for Data",1
"Summer","PRETTYMUCH ~ Solita (feat. Rich The Kid)",1
"Summer","Lerica ~ Solito Solo",1
"Summer","Carrie Underwood ~ Some Hearts",1
"Summer","Matt Nathanson ~ Some Mad Hope",1
"Summer","Chelsea Cutler ~ Someone Else",1
"Summer","BAYNK ~ Someone's EP II",1
"Summer","Elderbrook ~ Something About You (with Rudimental)",1
"Summer","Missy & Blonde ~ Something Just Like This",1
"Summer","Franz Liszt ~ Something Just Like This / Hungarian Rhapsody",1
"Summer","Raven Corteir ~ Something New",1
"Summer","Vicetone ~ Something Strange",1
"Summer","Gavin DeGraw ~ Something Worth Saving",1
"Summer","Louis The Child ~ Somewhere Else (with BabyJake)",1
"Summer","Anson Seabra ~ Somewhere in Ann Arbor",1
"Summer","Ozuna ~ Somos Iguales",1
"Summer","Lapiz Conciente ~ Sonando",1
"Summer","Mike Posner ~ Song About You",1
"Summer","Charlie Key ~ Song for A",1
"Summer","Petit Biscuit ~ Songs For Australia",1
"Summer","Tyler Ward ~ Songs From Nashville",1
"Summer","Johannes Brahms ~ Songs from the Arc of Life",1
"Summer","Wild Rivers ~ Songs to Break Up To",1
"Summer","Artura Ponce Valles ~ Son~ando contigo",1
"Summer","Manuel Wall ~ Soothing Clouds",1
"Summer","David Alexander ~ Sore Loser",1
"Summer","Raffaella ~ Sororicide",1
"Summer","Bryson Tiller ~ Sorry Not Sorry",1
"Summer","Cookin Soul ~ Soul Beach",1
"Summer","Jazzinuf ~ Soul Mates",1
"Summer","EMBRZ ~ Sound 4 U",1
"Summer","Nature Sounds Nature Music ~ Sounds of Nature: Winter Day Lake Sounds",1
"Summer","1990nowhere ~ Sour",1
"Summer","Just A Gent ~ Sovereign",1
"Summer","Mr. Probz ~ Space For Two",1
"Summer","AREA21 ~ Spaceships",1
"Summer","Kid Cudi ~ Speedin' Bullet 2 Heaven",1
"Summer","Akira Kosemura ~ Spiral",1
"Summer","Lofi Fruits Music ~ Spring's End 2021",1
"Summer","Jenny Lange ~ Spritual",1
"Summer","Chris Stapleton ~ Starting Over",1
"Summer","Montell Fish ~ Stay (With Me).",1
"Summer","Brittany Howard ~ Stay High",1
"Summer","jaye ~ Stay up till I sleep",1
"Summer","YG ~ Still Brazy",1
"Summer","Ellie Goulding ~ Still Falling For You",1
"Summer","iann dior ~ Still Here",1
"Summer","Henry Jamison ~ Still Life (feat. Joseph)",1
"Summer","Summer Walker ~ Still Over It",1
"Summer","Sleepy Hallow ~ Still Sleep?",1
"Summer","A$AP Ferg ~ Still Striving",1
"Summer","Dexter Osborne ~ Still Water",1
"Summer","Charlotte Lawrence ~ Stole Your Car",1
"Summer","Queen ~ Stone Cold Classics",1
"Summer","Blondage ~ Stoned",1
"Summer","Dyrigent ~ Stones (feat. Julian Easily)",1
"Summer","Alextbh ~ Stoop So Low",1
"Summer","$uicideboy$ ~ Stop Staring At the Shadows",1
"Summer","Conor Maynard ~ Straight From Havana",1
"Summer","Quinn XCII ~ Straightjacket",1
"Summer","The Police ~ Stranger Things (Soundtrack from the Netflix Original Series)",1
"Summer","Finding Hope ~ Strangers",1
"Summer","Lostboycrow ~ Strawberry Sunscreen",1
"Summer","Ben Esser ~ Stripes",1
"Summer","Kaskade ~ Strobelite Seduction",1
"Summer","Ina Wroldsen ~ Strongest (Alan Walker Remix)",1
"Summer","Stereo Skyline ~ Stuck On Repeat",1
"Summer","NO1-NOAH ~ Stuck on Stupid",1
"Summer","Binaural Beats Study Music ~ Study Alpha Waves: Ambient Music and Sounds For Studying, Music For Reading, Study Playlist, Focus, Concentration and Studying Music, Vol. 4",1
"Summer","Binaural Beats Study Music ~ Study Alpha Waves: Binaural Beats Study Music For Deep Focus, Concentration, Theta Waves, Isochronic Tones and Ambient Music For Studying, Reading Music and Brainwave Entrainment",1
"Summer","Study Music & Sounds ~ Study: Binaural Beats Alpha Waves Music For Reading, Focus & Relaxing Studying Music",1
"Summer","Study Music & Sounds ~ Study: Binaural Beats Alpha Waves Music For Reading, Focus & Relaxing Studying Music, Vol. 3",1
"Summer","Tyla Yaweh ~ Stuntin' On You (feat. DaBaby)",1
"Summer","De La Ghetto ~ Sube La Music",1
"Summer","Sublime ~ Sublime",1
"Summer","Joey Montana ~ Suena El Dembow",1
"Summer","DJ Khaled ~ Suffering From Success",1
"Summer","Dj Meetha ~ Sugar How You Get So Fly",1
"Summer","Kehlani ~ Suicide Squad: The Album",1
"Summer","Taaruk Raina ~ Sukoon",1
"Summer","645AR ~ Sum Bout U (feat. FKA twigs)",1
"Summer","Parra for Cuva ~ Sumidero",1
"Summer","Leavv ~ Summer Breeze",1
"Summer","Lennon Stella ~ Summer Feelings (feat. Charlie Puth)",1
"Summer","Shawn Mendes ~ Summer Of Love",1
"Summer","Christopher Dicker ~ Sun Burst",1
"Summer","Alina Baraz ~ Sunbeam",1
"Summer","Mitch James ~ Sunday Sessions",1
"Summer","A$AP Rocky ~ Sundress",1
"Summer","Kuzu Mellow ~ Sunflower Feelings",1
"Summer","Bryce Vine ~ Sunflower Seeds",1
"Summer","Lucky Ali ~ Sunoh",1
"Summer","Conan Gray ~ Sunset Season",1
"Summer","NURKO ~ Sunsets",1
"Summer","Frankie Ballard ~ Sunshine & Whiskey",1
"Summer","Lisa Lisa & Cult Jam ~ Super Hits",1
"Summer","Emis Killa ~ Supereroe",1
"Summer","Amber Leigh Irish ~ Supermarket Flowers",1
"Summer","Furco ~ Supermodel Girl",1
"Summer","Ansel Elgort ~ Supernova",1
"Summer","Skrillex ~ Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",1
"Summer","Run River North ~ Superstition EP",1
"Summer","Sauti Sol ~ Sura Yako",1
"Summer","Chloe ~ Surprise",1
"Summer","Jack Garratt ~ Surprise Yourself",1
"Summer","KILLY ~ Surrender Your Soul",1
"Summer","JID ~ Surround Sound (feat. 21 Savage & Baby Tate)",1
"Summer","Ariana and the Rose ~ Survival of the Fittest / Dirty Dancing",1
"Summer","The Beach Boys ~ Susie Cincinnati / Big Sur",1
"Summer","Lil Keed ~ Swap It Out (feat. Lil Duke)",1
"Summer","The Piano Guys ~ Sweet Child o' Mine",1
"Summer","Alan Walker ~ Sweet Dreams (feat. Imanbek)",1
"Summer","Cedric Armfeldt ~ Sweet Redolence",1
"Summer","Jessie J ~ Sweet Talker",1
"Summer","Lxandra ~ Swimming Pools",1
"Summer","Sylvan Esso ~ Sylvan Esso",1
"Summer","Denzel Curry ~ TA13OO",1
"Summer","The Black Skirts ~ TEAM BABY",1
"Summer","THE ANXIETY ~ THE ANXIETY",1
"Summer","THE SCOTTS ~ THE SCOTTS",1
"Summer","Keith Urban ~ THE SPEED OF NOW Part 1",1
"Summer","Sheff G ~ THE UNLUCCY LUCCY KID",1
"Summer","Harper Minta ~ THINK DEEP, DON'T SINK",1
"Summer","Whethan ~ THINK YOU RIGHT (feat. ericdoa & glaive)",1
"Summer","Rex Orange County ~ THREAT",1
"Summer","Luke Christopher ~ TMRWFRVR",1
"Summer","for KING & COUNTRY ~ TOGETHER (feat. Kirk Franklin & Tori Kelly) (R3HAB Remix)",1
"Summer","BERWYN ~ TRAP PHONE",1
"Summer","Troye Sivan ~ TRXYE",1
"Summer","Anuradha Sriram ~ Taal",1
"Summer","Eltee ~ Take Control",1
"Summer","Mokita ~ Take It Back",1
"Summer","Sweet Sensation ~ Take It While It's Hot",1
"Summer","Oliver Kid ~ Take Me",1
"Summer","The Chainsmokers ~ Takeaway (feat. Lennon Stella)",1
"Summer","Trippie Redd ~ Taking A Walk",1
"Summer","Mike Perry ~ Talk About It",1
"Summer","HRVY ~ Talk To Ya",1
"Summer","Nightly ~ Talk You Down",1
"Summer","Dry ~ Tant pis (feat. Dadju)",1
"Summer","Saweetie ~ Tap In (feat. Post Malone, DaBaby & Jack Harlow)",1
"Summer","KREAM ~ Taped Up Heart (feat. Clara Mae)",1
"Summer","Tyga ~ Taste (feat. Offset)",1
"Summer","Plan B ~ Te Acuerdas de Mi",1
"Summer","Darell ~ Te Bote (Clean Version)",1
"Summer","Chesca ~ Te Quiero Baby (I Love You Baby)",1
"Summer","Ozuna ~ Te Sone De Nuevo",1
"Summer","James Vickery ~ Tear It Apart (with Kenny Beats)",1
"Summer","Davai ~ Tear Me Down (feat. Philip Rustad)",1
"Summer","Birdy ~ Tee Shirt",1
"Summer","Tee Grizzley ~ Teetroit (Inspired by Detroit the movie)",1
"Summer","Skeler ~ Tel Aviv",1
"Summer","Tennyson ~ Telescope EP",1
"Summer","David West ~ Tell Me",1
"Summer","Seafret ~ Tell Me It's Real",1
"Summer","Demi Lovato ~ Tell Me You Love Me",1
"Summer","Tiwa Savage ~ Temptation",1
"Summer","Arijit Singh ~ Tera Hua",1
"Summer","Madhur Sharma ~ Tere Jeya Hor Disda (LoFi)",1
"Summer","Tulsi Kumar ~ Tere Naal",1
"Summer","Arabelle Blanchar ~ Terrain libre",1
"Summer","Genevieve Melton ~ Testimony (EP)",1
"Summer","brother sundance ~ Text You Back (feat. Bryce Vine)",1
"Summer","Maher Zain ~ Thank You Allah",1
"Summer","Jennifer Nettles ~ That Girl",1
"Summer","Gregory Alan Isakov ~ That Sea, The Gambler",1
"Summer","Stacie Weldon ~ That Someone Special",1
"Summer","Russ ~ That Was Me",1
"Summer","Lennon & Maisy ~ That's What's Up",1
"Summer","Jack Harlow ~ Thats What They All Say",1
"Summer","Wale ~ The Album About Nothing",1
"Summer","SoMo ~ The Answers",1
"Summer","Grits ~ The Art of Translation",1
"Summer","Galantis ~ The Aviary",1
"Summer","Five For Fighting ~ The Battle For Everything",1
"Summer","The Beatles ~ The Beatles",1
"Summer","G-Eazy ~ The Beautiful & Damned",1
"Summer","Yiruma ~ The Best - Reminiscent 10th Anniversary",1
"Summer","Ludwig van Beethoven ~ The Best Beethoven",1
"Summer","Whitney Houston ~ The Bodyguard - Original Soundtrack Album",1
"Summer","Ray Mak ~ The Box",1
"Summer","Lisa Stansfield ~ The Boxset Collection",1
"Summer","Landon Pigg ~ The Boy Who Never",1
"Summer","Little Big Town ~ The Breaker",1
"Summer","Kazy Lambist ~ The City",1
"Summer","John Mayer ~ The Complete 2012 Performances Collection",1
"Summer","Bobby Morganstein ~ The Complete Misscellaneous Party CD",1
"Summer","Struggle Jennings ~ The Dance",1
"Summer","Akira Kosemura ~ The Eighth Day",1
"Summer","Jeremy Soule ~ The Elder Scrolls V: Skyrim: Original Game Soundtrack",1
"Summer","Eminem ~ The Eminem Show",1
"Summer","Tritonal ~ The Enhanced Collection 2013 - Part 4",1
"Summer","Daryl Hall & John Oates ~ The Essential Daryl Hall & John Oates",1
"Summer","London Music Works ~ The Essential Disney Collection",1
"Summer","Xavier Omar ~ The Everlasting Wave",1
"Summer","Lady Gaga ~ The Fame Monster",1
"Summer","Lihua Zhao ~ The Far West",1
"Summer","ford. ~ The Feeling",1
"Summer","JP Saxe ~ The Few Things",1
"Summer","Leonard Gambrell ~ The Field",1
"Summer","The Fire Theft ~ The Fire Theft",1
"Summer","The Foundations ~ The Foundations",1
"Summer","Bob Dylan ~ The Freewheelin' Bob Dylan",1
"Summer","Jez Dior ~ The Funeral",1
"Summer","Jeff Bernat ~ The Gentleman Approach",1
"Summer","<U+6876><U+72ED><U+9593><U+3042><U+308A><U+3055> ~ The God of High School Original Soundtrack",1
"Summer","Afroman ~ The Good Times",1
"Summer","Hilltop Hoods ~ The Great Expanse",1
"Summer","The Green ~ The Green",1
"Summer","Macklemore & Ryan Lewis ~ The Heist",1
"Summer","The Weeknd ~ The Highlights",1
"Summer","Wilson Trouve ~ The Hours",1
"Summer","CLMD ~ The Importance of Dancing Like an Idiot",1
"Summer","Logic ~ The Incredible True Story",1
"Summer","P-Square ~ The Invasion",1
"Summer","At The End Of Times, Nothing ~ The Island",1
"Summer","Yiruma ~ The Joy of Yiruma",1
"Summer","Anirudh Ravichander ~ The Karma Theme",1
"Summer","Sarah Kinsley ~ The King",1
"Summer","CeeLo Green ~ The Lady Killer",1
"Summer","KSHMR ~ The Lion Across The Field",1
"Summer","Steve Lacy ~ The Lo-Fis",1
"Summer","Howard Shore ~ The Lord of the Rings - The Return of the King - The Complete Recordings",1
"Summer","Cordae ~ The Lost Boy",1
"Summer","Chris Young ~ The Man I Want To Be",1
"Summer","Uwade ~ The Man Who Sees Tomorrow / Lodarore",1
"Summer","Curren$y ~ The Marina",1
"Summer","Eminem ~ The Marshall Mathers LP",1
"Summer","Keeley Valentino ~ The Mechanics of Leaving",1
"Summer","Owl City ~ The Midsummer Station",1
"Summer","Ween ~ The Mollusk",1
"Summer","Rejjie Snow ~ The Moon & You",1
"Summer","Dierks Bentley ~ The Mountain",1
"Summer","The City of Prague Philharmonic Orchestra ~ The Music of Pixar",1
"Summer","The Strokes ~ The New Abnormal",1
"Summer","Tory Lanez ~ The New Toronto 3",1
"Summer","The Night Game ~ The Night Game",1
"Summer","Mike Perry ~ The Ocean (feat. Shy Martin)",1
"Summer","Elsa Greeve ~ The Only Me",1
"Summer","Rosetta Arroyo ~ The Other Side",1
"Summer","Jacob Banks ~ The Paradox",1
"Summer","Peter Sandberg ~ The Philosophers",1
"Summer","R3HAB ~ The Portrait (Ooh La La) (with Gabry Ponte)",1
"Summer","Tanishk Bagchi ~ The Punjaabban Song (From """"Jugjugg Jeeyo"""")",1
"Summer","AC/DC ~ The Razors Edge",1
"Summer","Chelsea Cutler ~ The Reason",1
"Summer","Feist ~ The Reminder",1
"Summer","Mako ~ The Remixes",1
"Summer","Bryan White ~ The Right Place",1
"Summer","Tom Ellenhag ~ The Road Back Home",1
"Summer","Fugees ~ The Score",1
"Summer","John Mayer ~ The Search for Everything - Wave Two",1
"Summer","ayokay ~ The Shine (feat. Chelsea Cutler)",1
"Summer","Edward Maya ~ The Show Must Go on",1
"Summer","No Doubt ~ The Singles Collection",1
"Summer","SRTW ~ The Sky and The Stars",1
"Summer","Asgeir ~ The Sky is Painted Gray Today",1
"Summer","Tee Grizzley ~ The Smartest",1
"Summer","Joe Pass ~ The Stones Jazz",1
"Summer","Billy Joel ~ The Stranger (Legacy Edition)",1
"Summer","Delacey ~ The Subway Song",1
"Summer","Nina Nesbitt ~ The Sun Will Come up, The Seasons Will Change",1
"Summer","Stevie B ~ The Terminator",1
"Summer","Wiz Khalifa ~ The Thrill",1
"Summer","Sam Smith ~ The Thrill Of It All",1
"Summer","Jordy Chandra ~ The Time We Spent",1
"Summer","Slow Meadow ~ The Tragedy of the Commons",1
"Summer","Dean Caplan ~ The Triple",1
"Summer","Bon Iver ~ The Twilight Saga: New Moon (Original Motion Picture Soundtrack)",1
"Summer","Eagles ~ The Very Best of the Eagles",1
"Summer","Lil Baby ~ The Voice of the Heroes",1
"Summer","anders ~ The Wall",1
"Summer","The Wanted ~ The Wanted",1
"Summer","R3HAB ~ The Wave EP",1
"Summer","SZA ~ The Weekend",1
"Summer","Vancouver Sleep Clinic ~ The Wire",1
"Summer","Hollow Coves ~ The Woods",1
"Summer","Hollow Coves ~ The Woods (Acoustic)",1
"Summer","Paul Oakenfold ~ The World Can Wait Remixes",1
"Summer","Curtis Waters ~ The feelings tend to stay the same",1
"Summer","Grady ~ The in Between",1
"Summer","Pritam ~ Theethiriyaai",1
"Summer","Finger Eleven ~ Them Vs. You Vs. Me",1
"Summer","Teen Daze ~ Themes for Dying Earth",1
"Summer","Jeremy Zucker ~ Therapist",1
"Summer","NF ~ Therapy Session",1
"Summer","Shawn Mendes ~ There's Nothing Holdin' Me Back",1
"Summer","Billie Eilish ~ Therefore I Am",1
"Summer","Bassjackers ~ These Heights (feat. Caroline Pennell)",1
"Summer","Loud Luxury ~ These Nights",1
"Summer","Sarcastic Sounds ~ They Don't Need Me",1
"Summer","Kina ~ Things I Wanted To Tell You - Instrumental",1
"Summer","Kiso ~ Think",1
"Summer","Astrid S ~ Think Before I Talk",1
"Summer","R3HAB ~ Thinking About You (with Winona Oak)",1
"Summer","Sam Fischer ~ This City Remix (feat. Kane Brown)",1
"Summer","Gregory Alan Isakov ~ This Empty Northern Hemisphere",1
"Summer","Kungs ~ This Girl (Kungs Vs. Cookin' On 3 Burners)",1
"Summer","Sia ~ This Is Acting",1
"Summer","Calvin Harris ~ This Is What You Came For",1
"Summer","Luke Combs ~ This One's for You",1
"Summer","Hayley Kiyoko ~ This Side of Paradise",1
"Summer","Lecrae ~ This is My Time",1
"Summer","Midnight Kids ~ Those Were The Days (feat. Jared Lee)",1
"Summer","The Kid LAROI ~ Thousand Miles",1
"Summer","Russ ~ Throne Talks",1
"Summer","LANY ~ Thru These Tears",1
"Summer","Internet Money ~ Thrusting (feat. Swae Lee & Future)",1
"Summer","Khia ~ Thug Misses (Digitally Remastered)",1
"Summer","Fink's Mood ~ Thunder",1
