"Song","Artist","Plays","First Listen","ID"
"Apocalypse Dreams","Tame Impala",1,"2021-03-28","7qU7vhCPKhkDiJYGoboISc"
"Apollo - Original Mix","Hardwell",1,"2016-04-24","2ee46eHIDrDT28dQWAhr21"
"Apostle - Single Version;2005 Remastered Version","Peter Green",1,"2020-07-26","45hID6chbEjbNkXalKSx0B"
"Apple Jacks","Yung Gravy",1,"2019-05-17","5ltIi0fdXh50tgsVX06fQl"
"April Fools - Live in Philly 1972; 2007 Remaster","Aretha Franklin",1,"2020-06-15","2sQgOTuiN4B8z10gzAs97H"
"Are You Gonna Be My Girl","Jet",1,"2022-09-15","305WCRhhS10XUcH6AEwZk6"
"Around","Don Toliver",1,"2020-09-15","5cDaVpePkkYc98ZL1rwxDa"
"Around Me","Brent Faiyaz",1,"2020-11-22","7dQeS4ErW1iWvnKdrtKwKr"
"Around Me (feat. Don Toliver)","Metro Boomin",1,"2022-12-03","1SN3Ts25sR0tLwcDGLJdNh"
"Around My Head","Cage The Elephant",1,"2022-02-11","0oFCz4vOMbg9dRmV69K1vG"
"As Long As She Needs Me","Marvin Gaye",1,"2022-10-23","58suLi0CzmcVtmRDFJIfZi"
"As The Sun Sets","Laffey",1,"2021-12-09","7GVq8wpQp4vkHLNgJIu3sP"
"As You Were (Original Mix)","Pierce Fulton",1,"2016-04-18","3dow7u5Ike0PlBi9FHwd0p"
"Asc Mclaren","Larry June",1,"2022-05-24","2zvnS05y9pYYkxxpaE4wsz"
"Astral","Laffey",1,"2021-12-09","4FDmnAmpcjBri24qNrObL1"
"At Last","Aretha Franklin",1,"2020-06-15","5nSzvsTiu2hIYKGrDn141h"
"Atlantic City","The Band",1,"2021-04-17","4JwjzS9WFkWlpzGCwh82fn"
"Atoms","Casiio",1,"2021-12-09","0lT2JhiZWYhuYWQfFUYBi4"
"Attention (feat. Offset)","Rich Brian",1,"2018-02-16","16wWFYS9S4hKBk2Ofj3Ss6"
"Auburn","Laffey",1,"2021-12-09","5iOB8MvTcIn4d9qaB8ZQG8"
"Audi","SwuM",1,"2021-03-20","5TI7sEmLe9Ptsc86IiCMGc"
"Auf der Heide bluht ein kleines Blumelein","Der Soldatenchor und das grosse Blasorchester des Kameradschaftsbundes Frankfurt",1,"2022-12-09","24yBHw5zsy4G4Su8oRzCom"
"August","Richie Rych",1,"2021-02-13","7gN1MJGsdP0L2ENMjWw9zi"
"Aur Kya Ahede Wafa (From """"Sunny"""") - Female Version","R. D. Burman",1,"2021-02-19","2eBllTtvkz2HG0pzu1T5ff"
"Aurora","brillion.",1,"2021-12-09","3dsMce7p7FYwsxvHZQuaRP"
"Aurora","milligon",1,"2022-04-26","37epo0IlVLqTNr6Ci8kLSq"
"Austice","Toonorth",1,"2022-04-26","0u2uxVKD5EBRoHmmxInQBU"
"Auto Pilot","Migos",1,"2022-02-11","4Kw3CztmD15X1QGDnnHmLD"
"Automatic Stop","The Strokes",1,"2022-04-15","6DUKQUhWqUySYngLXLNwP2"
"Autumn","Kevoe West",1,"2020-11-27","5yETD7Sf4q05SbUIdGVx9E"
"Autumn Leaves (feat. Kendrick Lamar)","Chris Brown",1,"2019-09-25","7EJ1CjaeHobTNQCJOrFmpZ"
"Autumn Morning","softy",1,"2021-12-09","0gIlkjanZ7rCtBiuH2wl7f"
"Ave Maria","Aretha Franklin",1,"2020-06-15","1wO7FZ4s3JSN7npip2zDR0"
"Aviate","Lazlow",1,"2022-04-26","532CHPJ8XDomggcCqh9kyr"
"Aware","Dontcry",1,"2022-04-26","2Chh97EQ50NBQneZ2BLaIw"
"Axel F","Crazy Frog",1,"2022-11-15","0Bo5fjMtTfCD8vHGebivqc"
"Ayappan Padipaatu","Veeramani Raju",1,"2021-08-30","5FrGBBE1Ku2xupN1qhy0uA"
"Aye","Fetty Wap",1,"2017-06-16","3LcPbIW3PHKk8ZvpX2Kai4"
"Ayo","Chris Brown",1,"2017-07-28","0k6DnZMLoEUH8NGD5zh2SE"
"Ayyayo","G. V. Prakash",1,"2021-10-03","5DYfTyqUNBmOnQtljQjYk2"
"Azure","Lazlow",1,"2020-11-27","6frUU6gATiUXvUv1tERWMr"
"B.I.D","Tory Lanez",1,"2022-06-17","6dnrppGRbt8fie18Lcd9Dd"
"B.S. (feat. H.E.R.)","Jhene Aiko",1,"2020-11-22","63wx9vdskaXbYxyDx4oJCZ"
"BABY DADDY","Lil Yachty",1,"2018-03-09","3ALgsy4RtDm58xl3VNoSgZ"
"BACK 2 HIPHOP (feat. Nas)","Black Eyed Peas",1,"2019-05-30","20lJoQ0BCQYvhJV0mepmGu"
"BAD!","XXXTENTACION",1,"2022-07-02","4CH66Rxcjcj3VBHwmIBj4T"
"BALD!","JPEGMAFIA",1,"2021-04-29","4B462KwzHiJLHJeXYL5Y4V"
"BBO (Bad Bitches Only)","Migos",1,"2022-02-11","4BHzHISX21PYwGXiBEUQ70"
"BEAUTIFUL (feat. Future & SZA)","DJ Khaled",1,"2022-08-26","5kYSScXYOZYyi0fxramiW6"
"BELIEVE IT","PARTYNEXTDOOR",1,"2022-01-23","4HDCLYli2SUdkq9OjmvhSD"
"BIG PERSONA (feat. Tyler, The Creator)","Maxo Kream",1,"2022-06-25","4uKjkPDGkkpOHxw152rM1g"
"BIG TIME (feat. Future & Lil Baby)","DJ Khaled",1,"2022-08-26","6pr7X9UZCDn8CruopaNVha"
"BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK]","Denzel Curry",1,"2021-09-11","5mexbTuWx9d8DPZk4sDGF4"
"BLACK MICHAEL JACKSON*","Jean Dawson",1,"2022-11-04","1mI56FS2XaD5V3CKFKlkCt"
"BLACKJACK (feat. YBN Cordae) - Remix","Amine",1,"2019-11-25","59VNspSnCfoeGyNTGcSgsh"
"BLACKWHITEBOY","Logic",1,"2022-06-21","1LFDDwqjZtSzjXWIYXbY5O"
"BOBBY (feat. My Dad)","Logic",1,"2020-05-10","2K2b3pVT5LLDxzz1Vy4bHb"
"BOUNTY HUNTER","Aries",1,"2022-12-03","38Yamwrtcc9Niupl3kH8pH"
"BRB","Bazzi",1,"2019-01-23","6LVsIWAAQwGjHMv7SOQjnY"
"BREAKDANCE LESSON N.1","KAYTRANADA",1,"2022-01-07","0CDNPfbyPY75OL87xbCRO2"
"BUTTER DOG","MAXXJAMEZ",1,"2022-12-09","35vhKp89YWrpjzwWzdk3iO"
"Baby (Lil Baby feat. DaBaby)","Quality Control",1,"2020-03-07","5MPPttjfGap2C6j6eKcO6J"
"Baby Birkin","Gunna",1,"2020-03-07","0BOmhToQ03yOdpzYKMEnAg"
"Baby Boy","Kevin Abstract",1,"2019-07-21","5K7dEG6yDQ981HO7kFMVqm"
"Baby Likes To Rock It","The Tractors",1,"2020-03-18","2kQtKFkPMdL5Jf7xk4T9SI"
"Baby Mine","Alison Krauss",1,"2022-09-28","7GJ8aXAGdfjo2OAh6XreB6"
"Baby Wassup?","Chase Martin",1,"2022-09-01","3ItN55X5PpOEk1eAGJ5dqf"
"Baby, Baby, Baby","Aretha Franklin",1,"2020-06-18","6CHFzFDOM3ieTTPEzEsQkI"
"Baby, I Love You","Aretha Franklin",1,"2020-06-18","36v8IF4VJv37hDMasPxX6g"
"Baby, Please Don't Go (feat. Van Morrison)","Them",1,"2020-09-23","5WUgOOaTk00PnksDekcgcg"
"Babyface Savage (feat. Tory Lanez)","Bhad Bhabie",1,"2022-06-17","2xB64x7pRS8Qa9uuZktOnA"
"Babyfather","Sade",1,"2022-09-28","10kh9WpO4XlJWhJKfW4I7t"
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.10 in E minor BWV855","Daniel Barenboim",1,"2018-11-25","5xzR4T39xEpPcxKAxLMCoQ"
"Back (feat. Lil Yachty)","Lil Pump",1,"2018-01-15","32zhF8yXc1lej5EcudJXp7"
"Back Again","Code Red",1,"2020-09-25","4dT5L1Xd8YFeZoyKkgRNYJ"
"Back At It (feat. Lil Baby)","Lil Mosey",1,"2020-07-09","07twUUK8jWUCVsrSoEgbLW"
"Back Home - Radio Edit","Antonio Giacca",1,"2016-05-01","0B7X5sRAbXQ0wQ1UZlNj7F"
"Back In Time - Radio Edit","Don Diablo",1,"2016-04-30","5Bea3oYTZS0Ui5y3chh9of"
"Back To Sleep REMIX (feat. Usher & ZAYN)","Chris Brown",1,"2016-04-28","4wM4c5ly3GR4YYgWSePlSG"
"Back to Basics (feat. Skepta)","Headie One",1,"2020-12-12","40HiuQ6ZVkp0QpOXI2QUBp"
"Back to Life","Sunday Service Choir",1,"2019-12-25","6jCQxiqyxFKM3euH8X526R"
"Back to the Pump - Radio Edit","Benny Benassi",1,"2016-04-19","0WLQtCcKQ9r9VuQEF5MoOp"
"Backpack City","Flovry",1,"2021-12-09","1pYhfi3rIdt9ip0ro5ZZPV"
"Bad Ass Jit","Dee Watkins",1,"2021-04-29","7wusrhYOowSKihivnPTmvu"
"Bad At Love","Halsey",1,"2017-06-14","7y9iMe8SOB6z3NoHE2OfXl"
"Bad Bitch (feat. Ty Dolla $ign)","Bebe Rexha",1,"2017-11-28","4ZJPwET9Jrgpkqi4Vo3Yg8"
"Bad Company (feat. BlocBoy JB)","A$AP Rocky",1,"2018-06-24","3ZYwSDF9knZI0RVlKR4PHC"
"Bad Day","Daniel Powter",1,"2022-12-20","0mUyMawtxj1CJ76kn9gIZK"
"Bad Man (Smooth Criminal)","Polo G",1,"2022-01-09","62l3NSQPUxvcwwzKUmysrE"
"Bad Piggies Drip","Sardine Slayer",1,"2022-12-09","54sHEIpJuqY8Od5EUNZ7jJ"
"Bad Piggies Theme","Ilmari Hakkola",1,"2022-12-09","7m0x6PMfBcVZJqAl4hrFzc"
"Bad Reputation","Thin Lizzy",1,"2020-07-03","6MQOIEl0hPBaMf4r521xJR"
"Bad and Boujee (feat. Lil Uzi Vert) - Radio Version","Migos",1,"2018-01-27","3s5waV2HFTDvPUafdL13Au"
"Badri Ki Dulhania (Title Track)","Dev Negi",1,"2021-11-19","2xbvLQBFW7E9232BwMBljb"
"Bag","TheStalli",1,"2022-12-09","1nWuXj3H9OsdIdGTDRZBPg"
"Baguetti (with JID & Kenny Beats)","Smino",1,"2021-09-11","3DcL8FXLA9iKwqnyj9POLt"
"Bahon Mein Chale Aao (From """"Anamika"""")","Lata Mangeshkar",1,"2021-02-13","4GCqQLgmYovCdu9PdGXwgC"
"Bahut Pyar Karte Hai (Female Version) - From """"Saajan""""","Anuradha Paudwal",1,"2020-09-18","4ys3MN1E21HzHWo2wdk4BC"
"Baiana - CloZee Remix","CloZee",1,"2022-10-10","5nQRjPmBn5foHzXI78qv5K"
"Baila Baila (From """"Khwahish"""")","Milind Sagar",1,"2021-02-19","1xZdiuCLPekiYf8N6njbWC"
"Balaclava","Arctic Monkeys",1,"2022-04-15","11DdPGqDsM3ux1gVAqUIln"
"Balance (feat. dvsn & PnB Rock)","Roy Woods",1,"2018-03-15","78yeKzZVT9ARq9icCvEF3A"
"Balance ton quoi","Angele",1,"2019-07-06","2jX5c5RFp0A9E1GDsvGxIa"
"Ballad","Pi'erre Bourne",1,"2021-05-31","5DfqQhu22jxwyIBTz6ZiUA"
"Ballads (with Conway The Machine)","JID",1,"2021-04-30","1wR9S5YnePrWq37LQlqkr7"
"Balls In Your Jaws - Remix","Billy Sick",1,"2022-12-09","5KrqOLlql17Ea2RTLNNAh3"
"Balm In Gilead","Sunday Service Choir",1,"2019-12-25","3LCvxWsmC6UVTWpynIYFWo"
"Balmain Jeans","Kid Cudi",1,"2020-11-10","5mv1po6d9khHzWHp0C2yBs"
"Bamboo","Casiio",1,"2021-12-09","6g9s3He76Hzs63Krkz0iBu"
"Banana Boat (Day-O)","Harry Belafonte",1,"2022-01-21","561apWcivE2sstzUb8J7W0"
"Band On The Run - 2010 Remaster","Wings",1,"2021-01-02","1H4idkmruFoJBg1DvUv2tY"
"Bank","Lunar",1,"2022-07-17","5h6xtPJkgNU3LPGYPapl2m"
"Banking On Me","Gunna",1,"2022-04-08","7Fege3yv4dvehB3NdRBGwI"
"Banned from TV","Lil Uzi Vert",1,"2022-07-26","0Ux97Dqx5amaRrDvHbEfjm"
"Barry Bonds","Kanye West",1,"2021-05-26","2ipNhjgsoM930FqDFl0ShM"
"Bass Bomber","Alan Aztec",1,"2022-12-09","2iiq2wo1GxBKC2XQeNhIDa"
"Battlecry","Jordan Mackampa",1,"2018-08-24","6sonKKZBzf52nzKZzgdxB8"
"Be Careful (feat. Thundercat)","KAYTRANADA",1,"2022-09-14","632PCenoAviq31MsIh9eBM"
"Be Humble","Mad Squablz",1,"2017-06-06","0LuHnB1UunIuivub6x3jaj"
"Be Young, Be Foolish, Be Happy - Single Version","The Tams",1,"2022-10-23","3UbCQtvvWzivfkCnNxrOoi"
"Be the One","Mathic",1,"2020-09-25","4gw9FhbCIo8NN6GN2LZaoI"
"Beach Life","Katashi Kaito",1,"2020-11-27","5dgAq2LZWDKaSPCr1gzl1V"
"Beam Me Up - Radio Edit","CAZZETTE",1,"2016-04-22","64y85LeHY8Z6OlTOM9cpKD"
"Beast Of Burden - Remastered 1994","The Rolling Stones",1,"2020-01-14","77oU2rjC5XbjQfNe3bD6so"
"Beat It","Michael Jackson",1,"2019-01-24","1OOtq8tRnDM8kG2gqUPjAj"
"Beat the Case","Mozzy",1,"2021-09-17","1yiEqTWd4LSp9ZrthQ1xA7"
"Beautiful","Akon",1,"2019-05-14","7rv0UuxMX7CpUUwEE1jVrd"
"Beautiful Dreamer - Live At The BBC For """"Saturday Club"""" / 26th January, 1963","The Beatles",1,"2018-12-03","6N6He3Wk0q2O0f2LRLrbil"
"Beautiful Girls","Sean Kingston",1,"2020-08-29","1hGy2eLcmC8eKx7qr1tOqx"
"Beautiful Girls - 2015 Remaster","Van Halen",1,"2020-02-02","7Ly4DzymgujObKg7wWVHZV"
"Beautiful Heartbeat - Avicii Remix","MORTEN",1,"2016-04-21","7yW4A3I7SnQI1uqrvOsIyL"
"Beautiful Morning","Phlocalyst",1,"2021-12-09","7epSJoMRb2b0CJnl5SjqTd"
"Beautiful Now","Zedd",1,"2021-02-15","2ISSQPb9LHHiV6ng2NXosL"
"Beautiful People","Melanie",1,"2020-09-26","4rMCvdNWp9IvvDJYyUfxyl"
"Beauty and the Beast - 2017 Remaster","David Bowie",1,"2021-02-14","56von762XlyEtT3qQhm47H"
"Because - Remastered 2009","The Beatles",1,"2021-12-15","1rxoyGj1QuPoVi8fOft1Kt"
"Because I Got High","Afroman",1,"2022-09-30","0rRboI6IRuGx56Dq3UdYY4"
"Becoming","Flovry",1,"2021-12-09","7H5BYWq0lQv5CSZeQHBbjW"
"Bed (feat. Ariana Grande)","Nicki Minaj",1,"2018-07-12","1ZEm9cJC05rawV2tptNfTS"
"BedRock","Young Money",1,"2020-08-23","3iL2l5gUqyPS6vDwJFgJTR"
"Been Dat","Rariboy Spin",1,"2022-01-08","7GrKy2Co7nN2FafBrPWJ57"
"Been Gone","SHLOK",1,"2019-07-26","4kaCDqJfE0YiilAazG7evE"
"Been a While","Jhove",1,"2021-12-09","7KN96uw002NobfxkjB0yQH"
"Beez","Kid Cudi",1,"2020-11-10","5JxBWwemuGzQrTC3SBZLCQ"
"Beez In The Trap","Nicki Minaj",1,"2022-12-03","4It00tEYLwpjQtAhqnjCPC"
"Before","Chiccote's Beats",1,"2021-12-09","2dQRlI5w6NiTu3ESGjMYOs"
"Before You Go","Jhove",1,"2021-12-09","2GxoKme3baQNHHLrGdYJZP"
"Beggars","Krewella",1,"2016-05-01","0kU9Fz0h6evZKI1FUBuA1r"
"Behind Barz","Kay-O",1,"2020-12-12","2Do6n7dcwDPFdWvtgpdx4r"
"Believe","Josh Groban",1,"2021-11-01","13oqB9j9kfE9Zddota4NIf"
"Bellas Finals: Price Tag/Don't You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around","The Barden Bellas",1,"2021-06-19","07o54snAilKYHsW8bGFe9x"
"Bellflower Field","Marcos Caixa",1,"2020-11-27","6Fm57pQOCnIHFUt5yEFiEi"
"Belly","Jr. Wellness",1,"2020-11-27","4j9giNgE0YFCztUEKqEQkn"
"Beno!","Playboi Carti",1,"2020-12-25","4CYTQpr2jc4uBScYvpEK2w"
"Bergamot","Handbook",1,"2020-11-27","3dGoYaTRctpUfVx6kVSlYU"
"Berkshire Poppies","Traffic",1,"2021-05-23","3y70T94yt1dAkgcQWltgHt"
"Berlin","DYVN",1,"2022-04-26","62tRvfOJMzsxhPkMJIChxq"
"Berlin","RY X",1,"2016-04-20","1LHyM1giY7WzsqfYXL0NaM"
"Berry Blend","Dirty Ike",1,"2020-10-31","1s4OBg6JnqrRdiu4mMjQGh"
"Beside the Sea","Mountain",1,"2020-10-04","6U6dfidyoiKfCgHNaRDNts"
"Best Friends - Remix","The Weeknd",1,"2022-09-23","3YZmW6AUHsbN7KhOTd944i"
"Best Is Yet To Come","LuvBug",1,"2021-03-10","3elT1fNpWBKbhdgOooMLop"
"Betain Na Betain Na Raina (From """"Rudaali"""")","Bhupen Hazarika",1,"2021-02-19","2dPwrrnBxvdj0X5wjyQyRX"
"Betrayed","Lil Xan",1,"2018-01-22","6NWl2m8asvH83xjuXVNsuG"
"Better Off Alone","Alice Deejay",1,"2022-04-28","0pMUR7Uvp6vxlbG0qBFvgM"
"Betty (Get Money)","Yung Gravy",1,"2022-06-19","4cacyP5c3PMlfnyjpg13xW"
"Beverly Laurel","Tame Impala",1,"2020-12-04","1JpcqmUlzNlK7lpFOkszzv"
"Beware","Big Sean",1,"2021-03-12","6bxUnsSGZCmoHHU5auwtps"
"Beyond","Laffey",1,"2021-12-09","2DYrzQUk8qM0AufU5hTfEJ"
"Beyond This Moment","Patrick O'Hearn",1,"2016-04-29","54QFGiOthVqXeJtiXdlLYa"
"Beyond the Sea","Bobby Darin",1,"2022-02-20","3KzgdYUlqV6TOG7JCmx2Wg"
"Bhagyada Lakshmi","N. R. P. Ravichandhran",1,"2021-02-03","5RIXpmbNHAaYLBp6hUxSPp"
"Bheegi Bheegi Raton Mein","Adnan Sami",1,"2020-09-13","3czT4fZGk8us5RpAU3X3KM"
"BiPolar (feat. Quavo)","Gucci Mane",1,"2019-02-24","4fGT0JiaqoHShrg6uSsKfB"
"Big Amount","2 Chainz",1,"2017-05-18","1SuyAVNwN6nxyoQl6W7Eg4"
"Big Apple","Saiko",1,"2022-04-26","0v5swa6eOj8DIV7AhFwPUF"
"Big Ball Energy","The Cast of Paradise PD",1,"2022-12-09","3nsbjL86sv14jOe3wjqtPs"
"Big Gangsta","Kevin Gates",1,"2021-06-30","03ERnTvSV5fy8WAyvA4uNP"
"Big Green Tractor","Jason Aldean",1,"2022-09-30","4KAzYqfcijCSZa2P3etHoM"
"Big Mandalorian Iron","Kirt Connor",1,"2022-12-09","4FjfVdNzcJwvSqRRsNjVHX"
"Big On Big","Migos",1,"2018-11-30","3BoPOp7YNORLqMUjE5XAh9"
"Big Shot","Gunna",1,"2021-11-11","3QLvGx3PNgsyIjJOyIcuGh"
"Big Tipper (feat. Lil Keed)","Young Thug",1,"2020-08-24","2lcJWXNJUjjL3ycoZrpU2g"
"Big Tymin","Nef The Pharaoh",1,"2021-11-16","2FdQ4hkbqZ1X930oxxgZZy"
"Big Yellow Taxi","Joni Mitchell",1,"2020-07-12","6UkMcAA19lTdjs22jtB7o2"
"Big Yoshi's Lounge","Cyranek",1,"2022-12-09","2adCmf1POR7nfoKkxXcqoq"
"Bigger Than Life","Lil Uzi Vert",1,"2020-03-13","2oHDJHNondITqbl8xZ9vPn"
"Biking","Frank Ocean",1,"2022-01-31","2q0VexHJirnUPnEOhr2DxK"
"Biking (Solo)","Frank Ocean",1,"2019-10-20","6gtNiLJNLBcV0P6Juenstp"
"Billo Hai (feat. Manj Musik & Raftaar)","Sahara",1,"2021-11-19","2FjRgG261nfaqI6VUkrW3o"
"Bindu Ne Mere Ko Ghar Mein - Dialogues","Sunil Dutt",1,"2020-09-12","5RSjaMUSRbM9tBBF8LmpMH"
"Bing Bing Bang","CHAiN",1,"2022-12-09","1Y4ztAmWXQu8mimMDejYIQ"
"Birds & The Beez","ScHoolboy Q",1,"2020-08-25","6TLSA1Tmw8RQxvAioq6je6"
"Birds of A Feather","tender spring",1,"2021-12-09","7g9NOZnxCUEsbrDEnPuEaz"
"Bitsize - Original Mix","Jordy Dazz",1,"2016-04-21","12KDvknuoi86clFmf4U9p9"
"Bittersweet Baby","blackwave.",1,"2020-10-31","7KPZwV0b7aFQXhIPahLJdZ"
"Blacc on Blacc","Blaccmass",1,"2020-12-08","6aUsyj0RPNUpfs0E00vv0f"
"Black Boy Fly - Bonus Track","Kendrick Lamar",1,"2020-01-23","1H7yy9jlDYS2EBF41J6Yf5"
"Black Gold","Flying Lotus",1,"2022-09-14","7Bhs5TjC7FouUwrKVBdSpW"
"Black Magic Woman - 2018 Master","Fleetwood Mac",1,"2021-04-10","6y5eBHh57iYViDkK4Hn6R7"
"Black Man's Struggle Skit","Ludacris",1,"2022-02-10","2IHKbkIdwz8G8gWmSSMV5A"
"Black Sheep","Mick Jenkins",1,"2021-03-15","0b5Ck9iMhTNpnmUjdbsfsQ"
"Black Smoke Rising","Greta Van Fleet",1,"2022-10-04","32BEasyNQgqXQJKoVa0fUw"
"Black Widow","Iggy Azalea",1,"2017-08-01","7pNC5ZIKtwUK0ReSpM3P9f"
"Black and Tan Fantasy - Live","Duke Ellington",1,"2021-06-06","5yIscg6bbcmXqPpwc5Ky1W"
"Black and Yellow","Wiz Khalifa",1,"2016-04-20","5A6OHHy73AR5tLxgTc98zz"
"Blackbird - Live at the New Universal Amphitheatre, Universal City, California, 1982","Crosby, Stills & Nash",1,"2020-10-24","0JlQWr5qN65pZZD5CJ4vCV"
"Blackkk","Thundercat",1,"2022-08-30","2YzOFeQ8ZtgZG6pHDXPMQi"
"Blackout - Radio Edit","Franky Rizardo",1,"2016-04-18","3quro90AtocAnEW6LrBb6n"
"Blank Blank","DaBaby",1,"2021-03-23","7rN4EEiOQEO73tnjrrt5Tn"
"Bleeding Love","Leona Lewis",1,"2017-09-14","7wZUrN8oemZfsEd1CGkbXE"
"Blem","Drake",1,"2020-05-06","2XlHu0HcujBCkWMdIAvrqt"
"Blew Its","Hippo Campus",1,"2022-06-08","2t1yDVrhGCOkyrAKbXBOi4"
"Blind","SZA",1,"2022-12-12","2CSRrnOEELmhpq8iaAi9cd"
"Blind Man","Mountain",1,"2020-10-04","1NKy4YrTjfw8Y8lbKYkn0s"
"Blind Man","Xavier Omar",1,"2020-11-28","0DQQRJ4sR3pxwom9L7D7QR"
"Blinding Lights - Chromatics Remix","The Weeknd",1,"2020-04-02","6lrHwWBbbkFjdOWk16Et4I"
"Block Party","Katashi Kaito",1,"2020-10-30","41I3Qi4KMz9Obg0qIdqKC7"
"Blood","Ambush Buzzworl",1,"2020-12-12","6oIHgdl9Q68Uec3lPIg1b8"
"Blood On My Jeans","Juice WRLD",1,"2021-08-29","0fCwrjKfWxF3xQhZrYUw4T"
"Blood of the Sun","Leslie West",1,"2020-10-04","48XhSqd0MLFUhWuh82nHV6"
"Blood on the Risers (Gory Gory What a Helluva Way to Die)","American Paratrooper",1,"2022-12-09","1gz1YbrOeDcjuR7FKBUPHR"
"Bloom","KOMOREBI",1,"2022-04-26","5ncldgDWSVHunEXD3nv7Ct"
"Blow It Out","Ludacris",1,"2022-02-10","75l90Py7SZymvoQINih5ag"
"Blow My High (Members Only)","Kendrick Lamar",1,"2022-03-28","1FRF0NHXBW4ecdulGkTzJY"
"Blow the Whistle","Too $hort",1,"2022-02-14","2lMg3lCMOGistaWBNGjuT3"
"Blue Bills (feat. $NOT & Fenix Flexin)","DJ Scheme",1,"2021-09-11","2ODUTBkiOWoYSUjKpGJxQE"
"Blue Cheese","2 Chainz",1,"2018-12-14","67gmXPQZL1ISSh13OJJ1Pu"
"Blue Hour","Living Room",1,"2021-04-26","4m6q2Y8dVka2wL2g7DVhji"
"Blue In Green","Anti Lilly & Phoniks",1,"2020-10-31","3oNn2Qg40BPekTa4zxpSp2"
"Blue Lining","softy",1,"2021-04-29","4pZ1ND2w1H99irrilGykuv"
"Blue Moon","Sha Na Na",1,"2020-11-01","4rCyJikg4hv1d2Ua5A0io8"
"Blue Skies","Summers Sons",1,"2020-10-31","09udibRKZh5eQWyb90JHy8"
"Blue Spirits","DWLLRS",1,"2022-05-27","7xXUNbWepi09rzwW1Il61B"
"Bluebird","Crosby, Stills & Nash",1,"2020-10-24","2OTHnonccbZY6Dnjzo9Wlo"
"Blues on the Ceiling","Tim Hardin",1,"2020-09-25","3p9sdFIo56XnUPSnoN3aGx"
"Blunt Blowin","Lil Wayne",1,"2022-01-25","724oI0EKyTMjTSitMaWwfZ"
"Blurred","cxlt.",1,"2021-12-09","2Q9StGqr19MVpInWtcSm2J"
"Blurrr","Smoke",1,"2022-01-18","6cwMYFqjwIrVV5nS6WsCIv"
"Boat to Bermuda","No Suits",1,"2021-02-15","6Iiazyse5olJSdLW2KGLWj"
"Bob The Builder (From """"Bob The Builder"""") - Trap Remix","Trap Geek",1,"2022-12-09","48Ff7HOagMRgZ2Om72r9wV"
"Bodies","kudo",1,"2021-04-29","5MsLPm8zRwFGXRGZle4HLD"
"Body","Megan Thee Stallion",1,"2022-01-22","0A1hoCfMLkiAgvhWkkucJa"
"Body Like A Back Road","Sam Hunt",1,"2021-10-03","7mldq42yDuxiUNn08nvzHO"
"Bohemian Rhapsody - Remastered","Queen",1,"2018-12-13","6vLaKD0HUJ5UtIADG61Fa9"
"Bollywood","Dreamgirl",1,"2021-01-28","78YacbWWosuurc9lGnbaEh"
"Bombay (Mix Cut)","Dustin Lenji",1,"2016-04-18","1LwdzOVdibn7WeSuM6NQzT"
"Bonsai","lazy oscar",1,"2020-10-30","6tt5Fvt9EI9NRD5K10W2Mw"
"Boogie Shoes","KC & The Sunshine Band",1,"2021-09-05","2Nc1Tl1qHWLAtBnqRJmkP3"
"Boogie Shoes - 2004 Remaster","KC & The Sunshine Band",1,"2022-10-23","37d8O4cIq36tssCoJnhJxg"
"Book Of Revelation","The Drums",1,"2022-07-21","3Z11mdJPgsu6UW304ZkaPX"
"Book of Love","Sha Na Na",1,"2020-11-01","3N35u4WcFMdjaBLlJe2aC5"
"Boom","Polo G",1,"2022-01-25","6vQnpXl0KvwTfLpIhoOLHc"
"Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom","Dan Bull",1,"2022-12-09","4RvfChDpoaU1ZlTBjgj67Q"
"Boom Flick","Russ",1,"2020-12-12","00EmEO2HQ3VZIPIgmEfd3U"
"Boomin","Yung Gravy",1,"2019-04-11","0ObPdjFZ3cBr61rUusvkto"
"Boot Scootin' Boogie","Brooks & Dunn",1,"2020-03-18","7Fq9RwQxSn3kW85PrDUf0M"
"Bootleg","Creedence Clearwater Revival",1,"2020-10-06","3ewe5Rosw1sZaqaLihwj6R"
"Bop It (feat. Polo G)","Fivio Foreign",1,"2021-05-30","0ASHuncZLdgqTcoGMIgUxR"
"Boppin' the Blues","Carl Perkins",1,"2020-09-23","05OCYhoEeasqAJXKtYxRZi"
"Border Crossing","Max MacVeety",1,"2022-04-26","5CfzWsYJA8mM9QbfTqqFO7"
"Border Song (Holy Moses) (with The Royal Philharmonic Orchestra)","Aretha Franklin",1,"2020-06-15","0JZ2BxFK0aahCsyfFVKS3E"
"Borderline","King Harvest",1,"2021-03-27","7kW2ADNraoINnVZFnUAvTu"
"Bored In The House","Tyga",1,"2020-04-11","5OxveXfvga2t0se21d96Ow"
"Born On The Bayou","Creedence Clearwater Revival",1,"2020-10-06","5bUlFE9dGh7pX93PUEVAue"
