"Song","Artist","Plays","First Listen","ID"
"Last Train Home","SRTW",1,2020-12-19,"7dKYUSJXp0FWmEyon1Iwxr"
"Lavender Sunflower","Tory Lanez",1,2022-02-24,"1au2UduxcvHfa0fZS3Szci"
"Lay All Your Love On Me","ABBA",1,2019-07-14,"6cH34Jb2W9s9w8ooRtZZPf"
"Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei","21 Savage",1,2021-08-13,"6teBCH8XT3igUdKHWuWuPY"
"Learned It From The Radio","Thomas Rhett",1,2021-08-05,"78RLlRIfPuoSvWPUbJmK6s"
"Leave Me Alone","Flipp Dinero",1,2018-12-25,"14mHfNsSHN0FbLftyjrV9g"
"Lemon Haze","Apollo James",1,2019-09-18,"636YVbK0zinVe9ax8aH032"
"Lemon Pepper Freestyle (feat. Rick Ross)","Drake",1,2021-03-05,"4FRW5Nza1Ym91BGV4nFWXI"
"Lemon Tree","Post Malone",1,2022-06-03,"6kkKylqYMkta5r3pN1IeIW"
"Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]","Internet Money",1,2020-10-04,"5sBplhIrmzA4kQGyIOpmDf"
"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1,2020-08-28,"2DQNYMRjisN3KAPj1bEwOI"
"Let Me Go","Giveon",1,2022-06-28,"52wlhIULOeaxZpzuTYrVlt"
"Let You Down (feat. TyFontaine & TheHxliday)","Internet Money",1,2020-08-28,"3Hj6IamoIttqWqiKpEcUN8"
"Let's Do It Again","J Boog",1,2019-08-25,"4TBtGrMgUYH7D5Tf5HLvyz"
"Let's Nacho","Nucleya",1,2022-06-12,"4mQpBIJKBpd8lcrtZ73SP8"
"Levanta e Anda","Emicida",1,2022-04-25,"0JSux25Te5HYMSr2D64d02"
"Levels - Original Version","Avicii",1,2020-10-04,"6Xe9wT5xeZETPwtaP2ynUz"
"Leviathan","G-Eazy",1,2017-12-22,"5oZvmo8ARpuBbaGArm8cBn"
"Lie","Shallou",1,2022-04-13,"3O1uhWkr42NesFnVloLq2a"
"Lie Again","Giveon",1,2022-06-28,"2OTRqsDes7OYRRwbF2JXsa"
"Life Changes","Thomas Rhett",1,2021-08-05,"4Vxu50qVrQcycjRyJQaZLC"
"Life Must Go On","Quinn XCII",1,2021-01-12,"3vmsnZF4KPLjbDgZEqwTdL"
"Lifestyle (with Bas feat. A$AP Ferg)","Dreamville",1,2022-03-31,"0URbdJpIV9B54W2d9yeMwt"
"Light On","Maggie Rogers",1,2020-04-09,"6UnCGAEmrbGIOSmGRZQ1M2"
"Light the Night","Mauve",1,2020-12-19,"1EVz2FU5TC4vuYw2S1U4GA"
"Lighter (feat. KSI)","Nathan Dawe",1,2021-11-15,"5lWUeSYO61UYgNlFlqcwYl"
"Like A Blade Of Grass","Jack Harlow",1,2022-05-06,"22xea6Z2a8BbyVeCksSBX9"
"Like A Soccer Mom","Ski Mask The Slump God",1,2021-09-11,"74v6wARdz8PGlBxjM2WqyG"
"Lil Secret","Jack Harlow",1,2022-05-06,"29SR6SFfjQJoddfmimHbQh"
"Liquid Love","Khalid",1,2018-01-18,"3nLrr11aChxneLkerumww9"
"Liquor Store Blues (feat. Damian Marley)","Bruno Mars",1,2022-04-11,"4KykoaJQ5UxjCpp3lYkvTE"
"Listen to Your Friends","Declan McKenna",1,2022-03-01,"4mvPRLDf0ZedTzzXaXEavJ"
"Lisztomania","Phoenix",1,2021-10-16,"7hwcojGiRqYm100tSmpZE3"
"Little Lion Man","Mumford & Sons",1,2021-01-27,"6JnufVNLIO5F5Lk4sEVLeI"
"Live Your Life","T.I.",1,2022-09-18,"3jlbL2OTD5YmIunYzgQTAN"
"Livin It Up (with Post Malone & A$AP Rocky)","Young Thug",1,2021-10-15,"7zjEyeBsaw9gV0jofJLfOM"
"Lock On Me (with Travis Scott & Future)","Metro Boomin",1,2022-12-03,"5vMaIipCKwFA4wP1505oA1"
"Locked out of Heaven","Bruno Mars",1,2021-08-25,"3w3y8KPTfNeOKPiqUTakBh"
"Lonely","Diplo",1,2019-09-27,"4fwo6czG5nvOQMzhOto1ya"
"Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","Chris Brown",1,2020-03-07,"3hsmbFKT5Cujb5GQjqEU39"
"Loophole","NOEL",1,2019-09-13,"5Bbq8eUtEccfppZvuKKvkX"
"Lose Control","MEDUZA",1,2022-09-18,"7CHi4DtfK4heMlQaudCuHK"
"Lost In Translation","Logic",1,2019-05-10,"2lef7yeg5qkPNt0ptulqfW"
"Lost In Yesterday","Tame Impala",1,2020-01-08,"3eoNUm0LU9hATVVi9w4fM6"
"Lost Me","Giveon",1,2022-06-28,"6TSO4hwz9WGrEUY7ABGVim"
"Lotus","Lil Uzi Vert",1,2020-03-13,"4SnlSaLJJ7reJMCHM5YUuX"
"Loud and Heavy","Cody Jinks",1,2021-01-11,"0SF38KDlXNLJAxbYyOMnCy"
"Love Is Dro","Static Major",1,2021-01-12,"5dCOPSHFIgvKr3LiGz5Yir"
"Love Is Religion (The Blessed Madonna Remix) [Mixed]","Dua Lipa",1,2022-04-22,"3q4cfRBOyj4WqQYV9HrsUh"
"Love Language","SZA",1,2022-12-12,"1eIXYZWEfJO3Na2LCCnIJE"
"Love Lies (with Normani)","Khalid",1,2018-03-27,"45Egmo7icyopuzJN0oMEdk"
"Love Me","Lil Wayne",1,2019-03-23,"7tGlzXJv6GD5e5qlu5YmDg"
"Love On Top","Beyonce",1,2019-06-21,"1z6WtY7X4HQJvzxC4UgkSf"
"Love Somebody","Maroon 5",1,2022-09-02,"0HnaqUxvHP5LaWdmWwJpiS"
"Love Songs","Lola Coca",1,2022-04-29,"5wFe3t5oeJLsYOHKKHZxmN"
"Love Story (Taylor's Version)","Taylor Swift",1,2021-02-20,"3CeCwYWvdfXbZLXFhBrbnf"
"Love Tonight","Shouse",1,2021-12-05,"1u73tmG4xQschbK8cXxSD9"
"Love Tonight (David Guetta Remix Edit)","Shouse",1,2022-08-13,"2prnn41CblB8B4yWACDljP"
"Lovely Day","BLANDOS",1,2022-11-26,"3Zy5A6A6nX1zupySi1XFh0"
"Lovin' Me (feat. Phoebe Bridgers)","Kid Cudi",1,2020-12-15,"3JdwGk8j7lHN5qdzJZklam"
"Lullabye","The Alchemist",1,2021-07-18,"6g7RVrDhW58hisoYBjOL46"
"Lust","Tyler0112",1,2020-07-10,"7fE5LpHp7ZDcFLTnpBqqgC"
"MAYBE","The Kid LAROI",1,2020-07-24,"4YfNO7sdbAKlkGpIFDDPXU"
"MIA (feat. Drake)","Bad Bunny",1,2019-06-22,"116H0KvKr2Zl4RPuVBruDO"
"MORBID MIND","Jack Kays",1,2021-03-20,"6eKfQnTHKeqyyfaGlwMIcG"
"MVP","BROCKHAMPTON",1,2021-07-16,"3mcG2vgyrUEQrvgtjUV8rP"
"Machine","Imagine Dragons",1,2018-11-16,"4uGY9CqDtGtaTTLg1cgsWD"
"Madness","KSI",1,2021-07-16,"4MX9kbG4UYTY0sw04UZCMY"
"Madness","Muse",1,2021-09-25,"0c4IEciLCDdXEhhKxj4ThA"
"Magrela Fever","Curumin",1,2022-11-08,"0yV3VUsztavBnG7iKjs06T"
"Major Distribution","Drake",1,2022-11-04,"46s57QULU02Voy0Kup6UEb"
"Make It Better (feat. Smokey Robinson)","Anderson .Paak",1,2020-02-05,"4SBVWkRIMJ6WBCYPvr5Bwr"
"Make It To Me","Sam Smith",1,2022-04-25,"2uCMaUojwuqr8CRGsLoPa6"
"Make You Mine","Giveon",1,2022-06-28,"7r1MqPAD09w24mCUUbxiCI"
"Make Your Troubles Go Away","Andra Day",1,2020-05-29,"5WrKo3SG1caGKka0vK4C40"
"Malibu","Miley Cyrus",1,2019-06-20,"1UZOjK1BwmwWU14Erba9CZ"
"Mama Always Told Me","G-Eazy",1,2017-12-22,"3DgoM4s0T7VoHEQkp3xUsW"
"Mama Look at Me Now","Galantis",1,2020-02-28,"5UaEBgRvUPFf5CEDhaTdp7"
"Mambo Italiano","Dean Martin",1,2021-06-17,"5G4JTc4HlIsg7CyiDwoPV2"
"Mamma Mia","Lily James",1,2019-06-22,"717z018DWodjJnW6DE7t4z"
"Mamma Mia (He's Italiano)","Elena",1,2019-05-04,"0MGfO6his0WjkabAVTgcBM"
"Man! I Feel Like A Woman!","Shania Twain",1,2022-10-01,"6sxptembJVty4sNtcPMAVz"
"Man's Not Hot","Big Shaq",1,2018-01-01,"6X5OFBbrsHRsyO1zP7udgr"
"Maniac","Conan Gray",1,2022-04-11,"6KfoDhO4XUWSbnyKjNp9c4"
"Many Men","21 Savage",1,2020-10-02,"3CDVMejYHnB1SkEEx0T1N4"
"Margaritaville","Jimmy Buffett",1,2019-08-04,"4EEjMyQub6tgFVshlM9j1M"
"Marmalade (feat. Lil Yachty)","Macklemore",1,2019-06-14,"7bsnTsbiwOymZWjPF9v6Di"
"Marni On Me","Future",1,2020-11-14,"6NaVCCFGylOLZAgk5eTTid"
"Marry You","Bruno Mars",1,2022-10-01,"22PMfvdz35fFKYnJyMn077"
"Mask Off","Future",1,2019-01-26,"1ua3sHd7ojyTKzQNqQdSU4"
"Maze","Juice WRLD",1,2019-03-08,"4mUIe9gfsdtsVP2zFIl74x"
"Me and Your Mama","Childish Gambino",1,2022-01-20,"31tf1qEai5o5f4r66Kd0pU"
"Me, Myself & I","G-Eazy",1,2021-10-16,"40YcuQysJ0KlGQTeGUosTC"
"Mehendi","Dhvani Bhanushali",1,2022-06-12,"672zT7O2KYhgVZTst3lPxf"
"Mele Kalikimaka (Merry Christmas)","Bing Crosby",1,2022-10-01,"04vLj9QUXoKdRlsp3gkURo"
"Melon and the Coconut","Glass Animals",1,2020-12-19,"7MAaZgT2QNnITEwOMQq9Ac"
"Memories","Maroon 5",1,2020-07-28,"2b8fOow8UzyDFAE27YhOZM"
"Mi Gente","J Balvin",1,2019-06-21,"7COfe3P7KgfwDwIRB8LIDw"
"Michigan and Again","The Accidentals",1,2022-09-26,"5BZIKwbLZXFKiEKbQGlJpv"
"Middle Finger","Phoebe Ryan",1,2021-01-12,"3o8bovLXjsxsFBTXajm1VA"
"Middle of the Ocean","Drake",1,2022-11-04,"410TZrK18uRjtsTunG14cl"
"Midnight","Logic",1,2018-03-09,"1GtVGc1UYin3zpMUdNSSpM"
"Midnight Memories","One Direction",1,2020-07-25,"5wjmqUGN7vrAqFqDWrywlZ"
"Midnight River (feat. 6LACK)","Pink Sweat$",1,2022-04-11,"3xZuqolTh1AtTyXnrjy8NW"
"Midnight's Interlude","Tory Lanez",1,2022-02-24,"31zNgkbLt8McmjDrh6XKY9"
"Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)","88rising",1,2020-08-28,"5qaDbDqAwvJZgn1I15Wk3L"
"Mile High (feat. Travis Scott & Metro Boomin)","James Blake",1,2021-09-29,"4cQrSREMqBSvJ8ZzBZjVb8"
"Mind","Declan McKenna",1,2022-03-01,"4P9mkwYxReeSJDsUvUtAkE"
"Miss Charlotte","Baby Keem",1,2022-05-19,"420ZJ2hWsQv7i8IuER1e9e"
"Miss Summer","ODIE",1,2022-04-13,"58VNpcJpI5dEKxYByCkbXc"
"Mistletoe","Justin Bieber",1,2020-11-28,"54K9GOVJqIaDZNXLnnxiKc"
"Misunderstood","Lucky Daye",1,2020-11-10,"0xU1xIV4YCAiGXqc87V9kd"
"Moana","G-Eazy",1,2020-04-29,"1Tfxi7N3DW4zvAuVjt9g8X"
"Mob Ties","Drake",1,2018-07-07,"7txPE73wHbuXYkM1h8zNrG"
"Modern Days","The Kooks",1,2022-07-27,"55vzyBSg6CZ191i99w86Yq"
"Momma","Kendrick Lamar",1,2021-10-16,"0CjJqkWOpIUXdem5hUcxAk"
"Monday","EARTHGANG",1,2020-02-19,"1xSRhbrcNp5Nhfq3wLbNVP"
"Monday Freestyle Offset","XLG OFFICIAL",1,2019-01-26,"5XDDCyPYbsIul374CeHaaq"
"Money Made Me Do It","Post Malone",1,2020-05-25,"1ysAvOdJgUjc6CqOQxepaz"
"Moonlight","Ali Gatie",1,2019-06-15,"72pv4E0eBIcE9z8V4tPHui"
"Moonlight on the River","Mac DeMarco",1,2022-11-06,"2fhOljbX79loRcdl47SFye"
"More M's","Drake",1,2022-11-04,"29YW2xXlo6Pc6M0SBTCXYN"
"More Money More Ice","Lil Skies",1,2019-09-18,"0MLi0xtqUGYzIDPHEc0SdT"
"More Than a Feeling","Boston",1,2021-11-20,"1QEEqeFIZktqIpPI4jSVSF"
"Moth To A Flame (with The Weeknd)","Swedish House Mafia",1,2021-10-22,"2gpWyfu7eZ01zzncHpxOtA"
"Motiv8","J. Cole",1,2018-05-06,"1AT4xjNarTswd0UZ5FlmKF"
"Moves Like Jagger - Studio Recording From """"""""The Voice"""""""" Performance","Maroon 5",1,2021-01-11,"7LcfRTgAVTs5pQGEQgUEzN"
"Moving On","Sarah and the Sundays",1,2022-02-08,"7weJrDyT1LCqoSD5l60AVM"
"Mr. Blue Sky","Electric Light Orchestra",1,2022-10-23,"2RlgNHKcydI9sayD2Df2xp"
"Mr. Clean","Yung Gravy",1,2019-05-17,"5GxnROd93Y7NGt2ci0TwBw"
"Mr. Rager","Kid Cudi",1,2022-10-01,"393MDhe62s8hbH8ETrlxe5"
"Mr. Right Now (feat. Drake)","21 Savage",1,2020-10-02,"4Q34FP1AT7GEl9oLgNtiWj"
"Mr. Woody","42 Dugg",1,2020-06-30,"5nC3l0F22mFleOToIsbzvS"
"Mrs Parker","Bando.",1,2022-04-14,"0YJedBqfrg6FtuDvidOvZO"
"Ms. Jackson","Outkast",1,2021-01-11,"0I3q5fE6wg7LIfHGngUTnV"
"Murder on My Mind","YNW Melly",1,2019-03-23,"7eBqSVxrzQZtK2mmgRG6lC"
"Music Lives","PIVE",1,2022-04-15,"72B4n6pHgGGetgtoipqdD7"
"Music Sounds Better (feat. Mann)","Big Time Rush",1,2022-12-31,"21svHgL8NlWthrlW9Gy0BZ"
"Muted Sunrise","Jaden",1,2020-08-31,"1Q4zvy7sa4UpxRsTJzijaq"
"My Business (feat. Future)","NAV",1,2020-05-08,"2AEtYwT9qg2eY6G9m8wOxW"
"My Dawg","21 Savage",1,2020-10-02,"42Tohunwlh34o0mgxYx5iq"
"My Favorite Part","Mac Miller",1,2020-07-16,"66wkCYWlXzSTQAfnsPBptt"
"My Own Paradise","Tobu",1,2021-10-29,"6V3Wm2lQXLP71aVQDVu95w"
"My Story","Loren Gray",1,2018-08-10,"7A6d1s5kEY08IXBWwbqWJ1"
"Myron","Lil Uzi Vert",1,2020-03-13,"56uXDJRCuoS7abX3SkzHKQ"
"N.Y. State of Mind","Nas",1,2019-05-19,"5zwz05jkQVT68CjUpPwFZe"
"NASA","Ariana Grande",1,2019-06-21,"4uTvPEr01pjTbZgl7jcKBD"
"NEVER","JID",1,2018-11-09,"7hsulgRNgbyczeAg8tChCB"
"NEVER LEFT","Lil Tecca",1,2021-05-07,"21UkXrc9kD48rNpTMI2ecz"
"NIGHT RIDER","Joji",1,2022-11-05,"29XiOFj6yTnutq3hSjwv88"
"NO BYSTANDERS","Travis Scott",1,2018-08-03,"6OaVWaGfhXn70ZJfdVcabn"
"NOT SOBER (feat. Polo G & Stunna Gambino)","The Kid LAROI",1,2021-07-23,"1JXBNvlDEl2epKSJ9EOgKX"
"NOTHIN","Problem",1,2020-08-28,"66bIZJo1rHOsYdYGeQ0GOX"
"Na Na","Trey Songz",1,2019-04-13,"5maiP9UMnTSgoxPX8X3bdz"
"Nada - Remix","Cali Y El Dandee",1,2020-12-19,"4pmsYmLA5xefLsXeaJqCbU"
"Narcos","Migos",1,2018-03-13,"0wbnC9AUenxp613TYaJsGK"
"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","Famous Dex",1,2019-03-03,"0n22yqkitWec0PV6tibWEO"
"Never Enough","One Direction",1,2018-11-01,"7rdP71W8x4UbJ0KAKBACbo"
"Never Gonna Give You Up","Rick Astley",1,2022-10-01,"4cOdK2wGLETKBW3PvgPWqT"
"New Direction","Jaden",1,2019-04-23,"0OTphSIcrrBFVyq1yzuIxr"
"New Freezer (feat. Kendrick Lamar)","Rich The Kid",1,2018-07-24,"0eHCArTPhwUxatY7cEXRiK"
"New Normal","Khalid",1,2021-07-22,"2CIYemjFXdmCWpJnfbtrD6"
"New Rules","Dua Lipa",1,2017-10-22,"2ekn2ttSfGqwhhate0LSR0"
"New Soul","Felly",1,2021-05-14,"0G86wTwna5K8zwpiukp4Qk"
"Next Song","DaBaby",1,2019-08-28,"0rrVn0KMlLHtAklzUrrfoj"
"Nico's Red Truck","Dijon",1,2022-04-12,"4zHC1zzSAV2xR7OlUqo2Oz"
"Night Changes","One Direction",1,2021-02-11,"5O2P9iiztwhomNh8xkR9lJ"
"Nights","Frank Ocean",1,2022-09-26,"7eqoqGkKwgOaWNNHx90uEZ"
"Ninety","Jaden",1,2020-09-25,"2jdw2tc29bqJwToyGvKgJm"
"No Cap (feat. Rich The Kid)","83 Babies",1,2019-08-11,"7gYE3GWQN3Jf6z9J8EEbdy"
"No Debate (feat. Young Thug)","NAV",1,2020-05-08,"29eSqQBrdva2tPLYMneFzP"
"No Discussion","Comethazine",1,2019-08-31,"5DlILPpXdZz3OLXI10cSWk"
"No Lie","Sean Paul",1,2022-09-18,"48QmG1dfvMuYLxMPt7KSRA"
"No More Parties In LA","Kanye West",1,2020-07-08,"0zLClc0emc6qUeV1p5nc99"
"No No No","GASHI",1,2018-11-01,"73fmW1b06uvxQu97TasHcJ"
"No Option","Post Malone",1,2018-07-24,"6M0IsaUX4GNyto4niSegfI"
"No Option (feat. Kevin Gates)","Internet Money",1,2020-08-28,"73fBYSkQP4rSnjQwP6cXlf"
"No Plan","Hozier",1,2020-04-07,"4byXh93siQtzKLdjKuJaAF"
"No Pressure","KSI",1,2021-07-16,"2qgkkRhO2zXKwERTCVySiP"
"No Pressure Intro","Logic",1,2020-07-24,"41hwbZ1yF705MxJ7H9bwEu"
"No Regrets","JAHKOY",1,2021-06-03,"2gbVPiWjuoZQncypktAwvK"
"No Return (with The Kid LAROI & Lil Durk)","Polo G",1,2021-06-11,"23OYT3SFtoJqhiAUqktbc1"
"No Scrubs","TLC",1,2021-08-23,"1KGi9sZVMeszgZOWivFpxs"
"No Voy a Levantarme","Senor Wooly",1,2017-10-26,"6SGB7zZLdw11WRCQw3Dwuy"
"No Worries","Rich Brian",1,2019-07-26,"5ygNO0E9Nido0T6oJ8WqDU"
"Nobody","Hozier",1,2020-04-07,"69WkwzVjQS4Dc8QQtpz0qM"
"Northern Boy","The Academic",1,2022-02-26,"5O918Wom2bZeRPScMG5Jtd"
"Northside","The Tokyo Twins",1,2019-05-06,"225oLWJSbF3TiErweBkK1m"
"Not A Love Song","bulow",1,2019-11-18,"45iMwUi9OBJlEIsTJ4AStR"
"Not Enough","Juice WRLD",1,2021-12-10,"59NTlSZN6G2eCs4jcf46C0"
"Not Giving You Up","Big Time Rush",1,2022-03-01,"1jzJQlaWgu7ZYqRldXXFRD"
"Not Over Yet (feat. Tom Grennan)","KSI",1,2022-08-06,"3t2Hx5FPih5lKaxJFd6bRE"
"Not You Too (feat. Chris Brown)","Drake",1,2020-05-01,"3Q4gttWQ6hxqWOa3tHoTNi"
"Not the Same","KYLE",1,2018-05-06,"5QyziaJzRpQ3p8tdw1dmdA"
"Notepad","NF",1,2019-06-04,"2QpFbRlnBo2TRhy5FyldSD"
"Nothing","Rex Orange County",1,2019-06-29,"3rIKurK8njiyQvZQsSU6bl"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",1,2018-12-22,"27rdGxbavYJeBphck5MZAF"
"Notice Me","SZA",1,2022-12-12,"4fnNBPN9W6AoOYSQS3FJxT"
"Numb","Marshmello",1,2022-06-10,"10xV5l9nhLvFpR8mqzs0bL"
"O Christmas Tree","Tony Bennett",1,2020-11-28,"2VsCE6ui7N4IRzGIGT7Di8"
"O Tannenbaum","Nat King Cole",1,2020-11-28,"0aJcR4COHLndzrJya4nBBc"
"OK - with Remi Wolf & Solomonophonic","Wallows",1,2021-03-02,"0uL8QF9rAUtuka99GWPYJ2"
"ONE IN A MILLION","Rex Orange County",1,2022-03-11,"2XkDm5m2vPowecEAAR5gmb"
"ONE OF ME (feat. Elton John)","Lil Nas X",1,2021-09-18,"3JR2RztQcOjUQGQSybxDIO"
"OVER YOU","The Kid LAROI",1,2021-07-23,"5vqJLLFlnmCaui7Ng7YAn1"
"Obsessed","Mariah Carey",1,2019-07-29,"3IcIIZMMS7UArJJPtEHXG8"
"Off Da Zoinkys","JID",1,2022-12-02,"0l7uQ6vQcYxjqbjRbDH2HW"
"Offence","Little Simz",1,2022-11-08,"255XENrbBfTCRz6XBL7jJR"
"Often","Mack Keane",1,2021-01-27,"3Ora6yUePcn2Qnk4QCVCpU"
"Oh Yeah","Big Time Rush",1,2021-12-14,"5fiGPVX1TkKQy0fpyHuS7e"
"Old Town Road - Diplo Remix","Lil Nas X",1,2021-09-22,"3kgKVcBpBGuSeaEC0AZGlb"
"On BS","Drake",1,2022-11-04,"34tz0eDhGuFErIuW3q4mPX"
"On The Floor","Jennifer Lopez",1,2022-09-18,"20zQZVyUNPbq8kZACdgYrh"
"On Time","Wallows",1,2021-03-02,"6KvjMXe9eAhYWZFLxJ6dt8"
"On the Ball","Bryce Vine",1,2020-06-21,"03F0kSuBhDgD2zWlAwkG8x"
"One Day At A Time","Quinn XCII",1,2022-12-07,"7Lc7nopSC5ZJ7MWAllGhBq"
"One More I Love You","Alex Warren",1,2021-06-14,"3v9IFz7EikDfXXfvPVfH6B"
"One, Two Step (feat. Missy Elliott)","Ciara",1,2022-11-26,"7uKcScNXuO3MWw6LowBjW1"
"Only","Nicki Minaj",1,2022-10-01,"4MRT0dDbhqFKl67WzhUbSw"
"Only One","NF",1,2019-02-22,"1iAqQMUVtp5E1EYJkqZw2g"
"Only One","The Score",1,2018-08-13,"7La6wwwBcYGqml4BOoZlta"
"Only One to Blame","Samm Henshaw",1,2021-11-11,"05a4pf6pLGNuIOR04EpqMM"
"Only Wanna Be with You - Unplugged","Samm Henshaw",1,2021-11-11,"6ppFSsCpKpOONCuw9hxM3p"
"Open Door","Mike Shinoda",1,2022-08-13,"0fy2aoSnwr1qGmTbc7yG2T"
"Open Mic\\Aquarius III","Logic",1,2020-07-24,"4L6QpiLxCLok9wZfFIdiqF"
"Open Wound (ODESZA Remix)","Ki:Theory",1,2022-03-23,"7emCxl4TH9ZIizQMOTARh9"
"Or Nah (feat. Wiz Khalifa & DJ Mustard)","Ty Dolla $ign",1,2019-09-20,"26l3XpoO3OdyQTAWhXu78J"
"Orange Juice","Lostboycrow",1,2022-09-26,"3El9RlZOqVYqETowA3V10F"
"Ordinary People (feat. JP Cooper)","Bugzy Malone",1,2022-04-29,"5YmmqeU1a7KsNzvbj4aCGS"
"Orville (feat. Like, Blu & Exile)","Logic",1,2022-05-27,"5eURoU1GtJypHBQJTXWTPN"
"Otherside","Post Malone",1,2018-04-27,"4qWCFTuNnmGNdY4egtb4ZY"
"Out Of Sight","Logic",1,2019-05-10,"3Z6O6zNyxqmqevwy5Dy4cs"
"Over Now","Post Malone",1,2018-04-27,"09IOPhEh1OMe0HD9b36FJk"
"Overflow","Bootleg Rascal",1,2021-01-14,"1e4VI5FvKgh1BYWhxMINnl"
"Overload (feat. Miguel)","John Legend",1,2022-04-12,"37exBefsiwr3rmQ7xcQnEJ"
"Owe Me","Big Sean",1,2019-08-31,"1u0MOgWF1bbylVxpJG2ZjB"
"P","Jaden",1,2019-07-05,"5m9Oa79lqWTRxTmHjbxOX3"
"PILL BREAKER (feat. blackbear & Machine Gun Kelly)","Trippie Redd",1,2021-02-19,"7jjnn6K7p5MgOFuqLypAcM"
"PINCH ME","young friend",1,2022-05-15,"14QUJhbXCWO90NfZ0mXnGG"
"PORN","Lil Barnacle",1,2022-03-13,"2aFnzCIWdkaG0qmx2V8q87"
"Pacifier","Catfish and the Bottlemen",1,2022-09-02,"1rcu88dzWE5GyqtpuWvd0C"
"Paddling Out","Miike Snow",1,2022-11-08,"2egGsu9X7zdNJxU9Kftq6l"
"Pain 1993 (with Playboi Carti)","Drake",1,2020-05-01,"6Kj17Afjo1OKJYpf5VzCeo"
"Panama","Quinn XCII",1,2021-02-11,"4RtexJZ1OyRkDNlqVUt8Zt"
"Papi Chulo","Octavian",1,2020-10-17,"6Juv5N0dNU1imms9c9u1dA"
"Papi's Home","Drake",1,2021-09-03,"6jy9yJfgCsMHdu2Oz4BGKX"
"Paradise","Big Sean",1,2019-09-20,"5se6K8sonaVJGu1mjj6ItC"
"Paranoid","Post Malone",1,2018-04-27,"3fpVWegR6YOS1Yk5HSMYIq"
"Parent Trap (feat. Justin Timberlake)","Jack Harlow",1,2022-05-06,"5mSVnabiC2NDVIGfW3Znc4"
"Paris","The Chainsmokers",1,2021-10-29,"72jbDTw1piOOj770jWNeaG"
"Parked out by the Lake","Dean Summerwind",1,2019-11-15,"2xoADhNgQoRRls6lNCaIYd"
"Party Girl","StaySolidRocky",1,2020-08-09,"5RqR4ZCCKJDcBLIn4sih9l"
"Pass","Jaden",1,2019-04-23,"3gMJubiqMTpXMiR5znTbaO"
"Passionfruit - Recorded at Spotify Studios NYC","A R I Z O N A",1,2020-04-04,"32s8Fw4H89EkJ5DPKEWnWY"
"Past Life","Tame Impala",1,2020-05-05,"4a9fW33mYR8LhXBOLUhbfF"
"Patek Water (feat. Offset)","Future",1,2017-10-26,"7r6LNJT2LqpLpEyZQJPygt"
"Patience (feat. YUNGBLUD) - Acoustic","KSI",1,2021-04-05,"2ohJvS1zliST26S4Pfqf8j"
"Patty Cake","Kodak Black",1,2021-09-11,"0bXFIF7iL17TYLyx8JHziM"
"Peak","Drake",1,2018-07-07,"2RAeY8dPj6KmStROfEigjV"
"Peanut Butter Jelly","Galantis",1,2022-03-13,"3aIhJDHxr1kgTSnutJxPTH"
"Pears","Weston Estate",1,2021-06-27,"06nKF46jG8p1zwyP4ziAyG"
"Pehli Nazar Mein","Atif Aslam",1,2022-04-30,"17opN752ZQpNuoptelsNQ1"
"Penis Song","Macklemore",1,2019-06-14,"1jcSttQBrx05TkPgnB9vZl"
"Pennies From Heaven","Louis Prima",1,2020-12-31,"4tmy6FB76bR5eLmx0zO1mn"
"Permanent Vacation","The Academic",1,2022-02-26,"37juv2UvWN4FivEJARP46f"
"Peru - Remix","Fireboy DML",1,2022-09-18,"7voSun33hCNkIrjxaj3g47"
"Photograph","Jaden",1,2020-08-31,"6q8LZSJXTbrHZkaGDzs2eo"
"Photograph","Nickelback",1,2022-10-01,"2wdEXKLcuU7B0M2gqFmABH"
"Pick Me Up","G-Eazy",1,2017-12-22,"18bhLb1XbBQbRj9QAvIiHt"
"Pick Your Battles - VIP Mix","Petit Biscuit",1,2022-04-15,"0NlhBx1zO1XubIyUYFus7n"
"Pink Dolphin Sunset (feat. Tee)","Tory Lanez",1,2022-02-24,"6GGmABM6AMwMzEhK7szqJT"
"Pink Matter","Frank Ocean",1,2022-04-12,"1fOkmYW3ZFkkjIdOZSf596"
"Play This On A Mountain At Sunset","Jaden",1,2018-11-17,"2KQNjZcD1WhJg8nDm34eQa"
"Please Be A Hit","Tiny Meat Gang",1,2019-06-28,"40TKWq5LzZCQWLFBOKTe1j"
"Please Mr. Postman - Single Version / Mono","The Marvelettes",1,2022-10-01,"6jX5mso4x00c1EiNMrTU9U"
"Plot Twist","Marc E. Bassy",1,2021-06-03,"5wJL4o7k8m02m6ZM9KT0ir"
"Pluto's Last Comet","Tory Lanez",1,2022-02-24,"2gHQ7upBrDEFOZZTO6ktbZ"
"Poison","44phantom",1,2021-01-27,"4npZ2Um2ZsNBzNOVEVCJoy"
